code,label_ar,definition_ar,note,concept,all_alternative_ar
c_29989,منتجات نباتية معالجة,,,http://aims.fao.org/aos/agrovoc/c_29989,
c_2999,فلورينول,,,http://aims.fao.org/aos/agrovoc/c_2999,
c_29995,غفريات (فصيلة),,,http://aims.fao.org/aos/agrovoc/c_29995,
c_29996,Lasioderma serricorne,,,http://aims.fao.org/aos/agrovoc/c_29996,
c_29997,أنتربيات (فصيلة),,,http://aims.fao.org/aos/agrovoc/c_29997,
c_29998,أبيونيات (فصيلة),,,http://aims.fao.org/aos/agrovoc/c_29998,
c_29999,Cylas formicarius,,,http://aims.fao.org/aos/agrovoc/c_29999,
c_29a025e0,Netta rufina,,,http://aims.fao.org/aos/agrovoc/c_29a025e0,
c_29ac0905,أُفُق تشخيصي,,,http://aims.fao.org/aos/agrovoc/c_29ac0905,
c_29b0e865,Erysiphe palczewskii,,,http://aims.fao.org/aos/agrovoc/c_29b0e865,
c_29bc6f3f,جهاز تغذية الأسماك,,,http://aims.fao.org/aos/agrovoc/c_29bc6f3f,
c_29bd5896,سياسات الابتكار,,,http://aims.fao.org/aos/agrovoc/c_29bd5896,
c_29c2c786,Hordeum depressum,,,http://aims.fao.org/aos/agrovoc/c_29c2c786,
c_29c83b4a,مشجع او موقع مشجع,,,http://aims.fao.org/aos/agrovoc/c_29c83b4a,
c_29d30292,هيكل أساسي مُراع للبيئة,,,http://aims.fao.org/aos/agrovoc/c_29d30292,
c_29e00cac,Cyclamen coum subsp. coum,,,http://aims.fao.org/aos/agrovoc/c_29e00cac,
c_2a060c43,Echinophora tournefortii,,,http://aims.fao.org/aos/agrovoc/c_2a060c43,
c_2a087a4f,Phasianus versicolor,,,http://aims.fao.org/aos/agrovoc/c_2a087a4f,
c_2a1b8067,أداء السفن,,,http://aims.fao.org/aos/agrovoc/c_2a1b8067,
c_2a225b8b,الأمراض غير المعدية,,,http://aims.fao.org/aos/agrovoc/c_2a225b8b,
c_2a2f257c,مَزِيج بُوردو,,,http://aims.fao.org/aos/agrovoc/c_2a2f257c,
c_2a31151c,آلية تقاسم المنافع,,,http://aims.fao.org/aos/agrovoc/c_2a31151c,
c_2a36876c,triasulfuron,,,http://aims.fao.org/aos/agrovoc/c_2a36876c,
c_2a49612b,الجنوبية الجنوبية الفرنسية الأراضي,,,http://aims.fao.org/aos/agrovoc/c_2a49612b,
c_2a4bbe27,Bellevalia edirnensis,,,http://aims.fao.org/aos/agrovoc/c_2a4bbe27,
c_2a552835,فضاء كوني,,,http://aims.fao.org/aos/agrovoc/c_2a552835,
c_2a55cec1,Allium asclepiadeum,,,http://aims.fao.org/aos/agrovoc/c_2a55cec1,
c_2a68f025,Sminthuridae,,,http://aims.fao.org/aos/agrovoc/c_2a68f025,
c_2a75d27e,إدارة وحفظ مصايد الأسماك,,,http://aims.fao.org/aos/agrovoc/c_2a75d27e,
c_2a997294,نظائر الكربون,,,http://aims.fao.org/aos/agrovoc/c_2a997294,
c_2aac4371,الموسوعات,,,http://aims.fao.org/aos/agrovoc/c_2aac4371,
c_2ab08db1,منصات الابتكار,,,http://aims.fao.org/aos/agrovoc/c_2ab08db1,
c_2ab35b3c,Thymus cherlerioides,,,http://aims.fao.org/aos/agrovoc/c_2ab35b3c,
c_2ab57de1,Tremellomycetes,,,http://aims.fao.org/aos/agrovoc/c_2ab57de1,
c_2ac7c9e1,الإنتاج الزراعي,,,http://aims.fao.org/aos/agrovoc/c_2ac7c9e1,
c_2acca143,Allium erubescens,,,http://aims.fao.org/aos/agrovoc/c_2acca143,
c_2ad51901,إحمالي كمية الصيد المسموح بها,,,http://aims.fao.org/aos/agrovoc/c_2ad51901,
c_2ad5ebeb,إجراءات قانونية,,,http://aims.fao.org/aos/agrovoc/c_2ad5ebeb,
c_2adb8433,Hirudo nipponia,,,http://aims.fao.org/aos/agrovoc/c_2adb8433,
c_2ae9e73b,إصدار الشهادة البيئية,,,http://aims.fao.org/aos/agrovoc/c_2ae9e73b,
c_2af4a35c,انبعاثية,,,http://aims.fao.org/aos/agrovoc/c_2af4a35c,
c_2b16cdf8,Echinophora tenuifolia subsp. sibthorpiana,,,http://aims.fao.org/aos/agrovoc/c_2b16cdf8,
c_2b341ec6,Viola odontocalycina,,,http://aims.fao.org/aos/agrovoc/c_2b341ec6,
c_2b39dcec,Hordeum secalinum,,,http://aims.fao.org/aos/agrovoc/c_2b39dcec,
c_2b39f108,البلاستيك الرقائقي,,,http://aims.fao.org/aos/agrovoc/c_2b39f108,
c_2b3a38cd,Gladiolus floribundus,,,http://aims.fao.org/aos/agrovoc/c_2b3a38cd,
c_2b3ee32e,penaei مرض الفيروس العصوي,,,http://aims.fao.org/aos/agrovoc/c_2b3ee32e,
c_2b5004c1,Vicia parvula,,,http://aims.fao.org/aos/agrovoc/c_2b5004c1,
c_2b9edc5e,الهندسة المعمارية,,,http://aims.fao.org/aos/agrovoc/c_2b9edc5e,
c_2ba808c8,الظواهر الجوية المائية,تتكون ظاهرة جوية مائية من جسيمات المياه السائلة أو الصلبة. وقد تكون معلقة في الغلاف الجوي أو متساقطة من خلاله، وتدفعها الرياح من سطح الأرض أو تترسب على أجسام أخرى. ووفق ما هو متعارف عليه، لا يعتبر الثلج أو المياه الجارية على سطح الأرض ظاهرة جوية مائية.,,http://aims.fao.org/aos/agrovoc/c_2ba808c8,
c_2bb7827b,Salvia eriophora,,,http://aims.fao.org/aos/agrovoc/c_2bb7827b,
c_2bbacc12,Cicer reticulatum,,,http://aims.fao.org/aos/agrovoc/c_2bbacc12,
c_2bc8a199,زراعة شبه كفافية,,,http://aims.fao.org/aos/agrovoc/c_2bc8a199,
c_2bd4427d,تآكل ضفاف النهر,,,http://aims.fao.org/aos/agrovoc/c_2bd4427d,
c_2bdfc567,عدد فراود,,,http://aims.fao.org/aos/agrovoc/c_2bdfc567,
c_2bee7d23,Cuscuta campestris,,,http://aims.fao.org/aos/agrovoc/c_2bee7d23,
c_2c040b14,Euonymus europaeus,,,http://aims.fao.org/aos/agrovoc/c_2c040b14,
c_2c30561e,Phyllactinia betulae,,,http://aims.fao.org/aos/agrovoc/c_2c30561e,
c_2c35a76b,Leveillula tropaeolicola,,,http://aims.fao.org/aos/agrovoc/c_2c35a76b,
c_2c35fa5f,التحكم في الأخدود,,,http://aims.fao.org/aos/agrovoc/c_2c35fa5f,
c_2c378e9a,النشاط الزلزالي,,,http://aims.fao.org/aos/agrovoc/c_2c378e9a,
c_2c38bf69,Firmicutes,,,http://aims.fao.org/aos/agrovoc/c_2c38bf69,
c_2c484980,Ambrosia maritima,,,http://aims.fao.org/aos/agrovoc/c_2c484980,
c_2c564ae8,Muscari coeleste,,,http://aims.fao.org/aos/agrovoc/c_2c564ae8,
c_2c5eecb8,مؤسسة عامة,,,http://aims.fao.org/aos/agrovoc/c_2c5eecb8,
c_2c6825b0,Polygonum rottboellioides,,,http://aims.fao.org/aos/agrovoc/c_2c6825b0,
c_2c6db1e1,إضافة أمين,,,http://aims.fao.org/aos/agrovoc/c_2c6db1e1,
c_2c6dd6eb,Viola jordanii,,,http://aims.fao.org/aos/agrovoc/c_2c6dd6eb,
c_2c7598a6,الشبكات التنظيمية الجينية,,,http://aims.fao.org/aos/agrovoc/c_2c7598a6,
c_2c7639a9,بطاقة اذنية,,,http://aims.fao.org/aos/agrovoc/c_2c7639a9,رُقعة اذنية
c_2c90f332,منطقة معتمة,,,http://aims.fao.org/aos/agrovoc/c_2c90f332,
c_2c9600ee,Consolida orientalis,,,http://aims.fao.org/aos/agrovoc/c_2c9600ee,
c_2c97335d,Campsis,,,http://aims.fao.org/aos/agrovoc/c_2c97335d,
c_2c9b525c,معادن الهاليدات,,,http://aims.fao.org/aos/agrovoc/c_2c9b525c,
c_2ca5d62c,Acanthus dioscoridis var. brevicaulis,,,http://aims.fao.org/aos/agrovoc/c_2ca5d62c,
c_2cb45772,كفاءة استخدام الطاقة,,,http://aims.fao.org/aos/agrovoc/c_2cb45772,
c_2cbe5456,سلسلة القيمة,,,http://aims.fao.org/aos/agrovoc/c_2cbe5456,
c_2cc981ac,Erysiphe euonymicola,,,http://aims.fao.org/aos/agrovoc/c_2cc981ac,
c_2ccd9651,bullhead,,,http://aims.fao.org/aos/agrovoc/c_2ccd9651,
c_2ccfc7c5,Proteles cristata,,,http://aims.fao.org/aos/agrovoc/c_2ccfc7c5,
c_2cf17373,Sideritis congesta,,,http://aims.fao.org/aos/agrovoc/c_2cf17373,
c_2cfe62ac,من المزرعة إلى المائدة,,,http://aims.fao.org/aos/agrovoc/c_2cfe62ac,
c_2d1d87d1,تقاطعية,,,http://aims.fao.org/aos/agrovoc/c_2d1d87d1,
c_2d24bb2f,Lycium barbarum,,,http://aims.fao.org/aos/agrovoc/c_2d24bb2f,
c_2d38f3e1,Lamium macrodon,,,http://aims.fao.org/aos/agrovoc/c_2d38f3e1,
c_2d3c2886,Allium brevicaule,,,http://aims.fao.org/aos/agrovoc/c_2d3c2886,
c_2d4da799,Orobanche caesia,,,http://aims.fao.org/aos/agrovoc/c_2d4da799,
c_2d543f22,epeirogeny,,,http://aims.fao.org/aos/agrovoc/c_2d543f22,
c_2d5be117,Therioaphis ononidis,,,http://aims.fao.org/aos/agrovoc/c_2d5be117,
c_2d63956a,Aceria erineus,,,http://aims.fao.org/aos/agrovoc/c_2d63956a,
c_2d7e64ea,استزراع حلزون,,,http://aims.fao.org/aos/agrovoc/c_2d7e64ea,
c_2d873ab2,Myosotis sylvatica,,,http://aims.fao.org/aos/agrovoc/c_2d873ab2,
c_2d8a084c,Origanum vulgare subsp. hirtum,,,http://aims.fao.org/aos/agrovoc/c_2d8a084c,
c_2d8e46df,Thymus nummularius,,,http://aims.fao.org/aos/agrovoc/c_2d8e46df,
c_2d9bc13d,Acacia retinodes,,,http://aims.fao.org/aos/agrovoc/c_2d9bc13d,
c_2d9fb015,بيان مد وجزر,,,http://aims.fao.org/aos/agrovoc/c_2d9fb015,
c_2dc42f49,تربية بعيدة عن القاع,,,http://aims.fao.org/aos/agrovoc/c_2dc42f49,
c_2df2f470,Thinopyrum intermedium subsp. barbulatum,,,http://aims.fao.org/aos/agrovoc/c_2df2f470,
c_2df4d71b,وجبة بذور الخشخاش,,,http://aims.fao.org/aos/agrovoc/c_2df4d71b,
c_2dff8ae7,الدفع مقابل خدمات النظم الإيكولوجية,,,http://aims.fao.org/aos/agrovoc/c_2dff8ae7,
c_2e0e4efa,سلالة خلوية,,,http://aims.fao.org/aos/agrovoc/c_2e0e4efa,
c_2e15a9eb,Fallopia aubertii,,,http://aims.fao.org/aos/agrovoc/c_2e15a9eb,
c_2e24038f,copper oleate,,,http://aims.fao.org/aos/agrovoc/c_2e24038f,
c_2e342126,الترويج,,,http://aims.fao.org/aos/agrovoc/c_2e342126,
c_2e3bd581,الجسيمات,,,http://aims.fao.org/aos/agrovoc/c_2e3bd581,
c_2e5353eb,Marchalina,,,http://aims.fao.org/aos/agrovoc/c_2e5353eb,
c_2e53b20b,Crocus pestalozzae,,,http://aims.fao.org/aos/agrovoc/c_2e53b20b,
c_2e7afd90,Anchusa leptophylla subsp. incana,,,http://aims.fao.org/aos/agrovoc/c_2e7afd90,
c_2e7de067,أنواع دخيلة توسعية,,,http://aims.fao.org/aos/agrovoc/c_2e7de067,أنواع غازية دخيلة
c_2e85e32d,Brachychiton,,,http://aims.fao.org/aos/agrovoc/c_2e85e32d,
c_2eaa956c,Anchusa,,,http://aims.fao.org/aos/agrovoc/c_2eaa956c,
c_2eaf1e02,Smilacaceae,,,http://aims.fao.org/aos/agrovoc/c_2eaf1e02,
c_2eb0d2e3,تَخْصِيص,,,http://aims.fao.org/aos/agrovoc/c_2eb0d2e3,
c_2eb44446,Vitivirus,,,http://aims.fao.org/aos/agrovoc/c_2eb44446,
c_2eb66f4c,Gladiolus humilis,,,http://aims.fao.org/aos/agrovoc/c_2eb66f4c,
c_2ebe051c,Sideritis amasiaca,,,http://aims.fao.org/aos/agrovoc/c_2ebe051c,
c_2ebe2346,Pica pica,,,http://aims.fao.org/aos/agrovoc/c_2ebe2346,
c_2ec21a83,Crocus beydaglarensis,,,http://aims.fao.org/aos/agrovoc/c_2ec21a83,
c_2edd8744,Althaea cannabina,,,http://aims.fao.org/aos/agrovoc/c_2edd8744,
c_2ee25bd9,خطة قطعة الأرض,,,http://aims.fao.org/aos/agrovoc/c_2ee25bd9,
c_2eeaee98,Anchusa strigosa,,,http://aims.fao.org/aos/agrovoc/c_2eeaee98,
c_2eebe878,Heterosmilax,,,http://aims.fao.org/aos/agrovoc/c_2eebe878,
c_2eecfd6c,شَـبَـكَـةٌ مَـرْفوعَـةٌ,,,http://aims.fao.org/aos/agrovoc/c_2eecfd6c,
c_2ef56547,Ambrosia artemisiifolia,,,http://aims.fao.org/aos/agrovoc/c_2ef56547,
c_2f007684,تقديم الخدمة الكاملة,,,http://aims.fao.org/aos/agrovoc/c_2f007684,
c_2f114c12,ممتلكات شخصية,,,http://aims.fao.org/aos/agrovoc/c_2f114c12,
c_2f2dc2a5,التعديناج المعادن في قاع أعماق البحار,,,http://aims.fao.org/aos/agrovoc/c_2f2dc2a5,
c_2f50202f,(التفحم السائب على الشوفان (الخرطال,,,http://aims.fao.org/aos/agrovoc/c_2f50202f,
c_2f66627e,Bos,,,http://aims.fao.org/aos/agrovoc/c_2f66627e,
c_2f66d8f7,Microbotryomycetes,,,http://aims.fao.org/aos/agrovoc/c_2f66d8f7,
c_2f6ff445,Aegopodium podagraria,,,http://aims.fao.org/aos/agrovoc/c_2f6ff445,
c_2f72fa26,أوكسيد الحديد,,,http://aims.fao.org/aos/agrovoc/c_2f72fa26,
c_2f78f962,تقويم تصويري,,,http://aims.fao.org/aos/agrovoc/c_2f78f962,
c_2f808dbb,نموذج رأسي رقمي,,,http://aims.fao.org/aos/agrovoc/c_2f808dbb,
c_2f8425e2,Arum hygrophilum subsp. euxinum,,,http://aims.fao.org/aos/agrovoc/c_2f8425e2,
c_2f941410,التحرير الجيني,,,http://aims.fao.org/aos/agrovoc/c_2f941410,
c_2f945864,Viola alba subsp. alba,,,http://aims.fao.org/aos/agrovoc/c_2f945864,
c_2f98c942,Narcissus tazetta subsp. aureus,,,http://aims.fao.org/aos/agrovoc/c_2f98c942,
c_2fa56ee6,Craterellus cornucopioides,,,http://aims.fao.org/aos/agrovoc/c_2fa56ee6,
c_2fa7420c,سلاسل التوريد غير الغذائية,,,http://aims.fao.org/aos/agrovoc/c_2fa7420c,
c_2fac6833,الكارست الحراري,,,http://aims.fao.org/aos/agrovoc/c_2fac6833,
c_2fb3c2b5,علم البيئة المائية,,,http://aims.fao.org/aos/agrovoc/c_2fb3c2b5,
c_2fc6e70d,منشأة قاعدية جاذبية,,,http://aims.fao.org/aos/agrovoc/c_2fc6e70d,
c_2fe8a00c,نوعية البيانات,,,http://aims.fao.org/aos/agrovoc/c_2fe8a00c,
c_2ff5a0be,Podosphaera senecionis,,,http://aims.fao.org/aos/agrovoc/c_2ff5a0be,
c_2ffd6ae5,تغذية الخيول,,,http://aims.fao.org/aos/agrovoc/c_2ffd6ae5,
c_3,آبا,,,http://aims.fao.org/aos/agrovoc/c_3,
c_30,أبوطيلون تيوفراست,,,http://aims.fao.org/aos/agrovoc/c_30,أبوطيلون ابن سينا
c_300,ثعلبية,,,http://aims.fao.org/aos/agrovoc/c_300,
c_3000,تربة نهرية,,,http://aims.fao.org/aos/agrovoc/c_3000,
c_30000,أتلابيات (فصيلة),,,http://aims.fao.org/aos/agrovoc/c_30000,
c_30001,ذوات السبيبة (فصيلة),,,http://aims.fao.org/aos/agrovoc/c_30001,
c_30002,Prostephanus truncatus,,,http://aims.fao.org/aos/agrovoc/c_30002,
c_30003,سوسيات عاشبة (فصيلة),,,http://aims.fao.org/aos/agrovoc/c_30003,
c_30004,Bruchidius,,,http://aims.fao.org/aos/agrovoc/c_30004,
c_30004bc3,Leontice ewersmanni,,,http://aims.fao.org/aos/agrovoc/c_30004bc3,
c_30005,سوسة البازيلاء,,,http://aims.fao.org/aos/agrovoc/c_30005,
c_30006,سوسة الفول,,,http://aims.fao.org/aos/agrovoc/c_30006,
c_30007,خنفساء اللوبياء,,,http://aims.fao.org/aos/agrovoc/c_30007,
c_30008,Callosobruchus maculatus,,,http://aims.fao.org/aos/agrovoc/c_30008,
c_30009,Zabrotes subfasciatus,,,http://aims.fao.org/aos/agrovoc/c_30009,
c_3001,سمك طيار,,,http://aims.fao.org/aos/agrovoc/c_3001,
c_30010,ناصعات (فصيلة),,,http://aims.fao.org/aos/agrovoc/c_30010,
c_30011,ناصعة,,,http://aims.fao.org/aos/agrovoc/c_30011,
c_30012,بيتوريات (فصيلة),,,http://aims.fao.org/aos/agrovoc/c_30012,
c_30013,بنوديون,,,http://aims.fao.org/aos/agrovoc/c_30013,
c_30014,هربولس,,,http://aims.fao.org/aos/agrovoc/c_30014,
c_30015,عبقوس,,,http://aims.fao.org/aos/agrovoc/c_30015,
c_30016,Trechus,,,http://aims.fao.org/aos/agrovoc/c_30016,
c_30017,زعقوقيات (فصيلة),,,http://aims.fao.org/aos/agrovoc/c_30017,
c_30018,Hylotrupes bajulus,,,http://aims.fao.org/aos/agrovoc/c_30018,
c_30019,Monochamus alternatus,,,http://aims.fao.org/aos/agrovoc/c_30019,
c_3002,أمهار,,,http://aims.fao.org/aos/agrovoc/c_3002,
c_30020,قرنبي,,,http://aims.fao.org/aos/agrovoc/c_30020,
c_30021,Semanotus,,,http://aims.fao.org/aos/agrovoc/c_30021,
c_30022,نضاريات (فصيلة),,,http://aims.fao.org/aos/agrovoc/c_30022,
c_30023,Acalymma,,,http://aims.fao.org/aos/agrovoc/c_30023,
c_30024,نطاطة,,,http://aims.fao.org/aos/agrovoc/c_30024,
c_30025,حمراء,,,http://aims.fao.org/aos/agrovoc/c_30025,
c_30026,Cerotoma trifurcata,,,http://aims.fao.org/aos/agrovoc/c_30026,
c_30027,Diabrotica balteata,,,http://aims.fao.org/aos/agrovoc/c_30027,
c_30028,Diabrotica barberi,,,http://aims.fao.org/aos/agrovoc/c_30028,
c_30029,Diabrotica longicornis,,,http://aims.fao.org/aos/agrovoc/c_30029,
c_3003,شمرة,,,http://aims.fao.org/aos/agrovoc/c_3003,
c_30030,Diabrotica speciosa,,,http://aims.fao.org/aos/agrovoc/c_30030,
c_30031,Diabrotica undecimpunctata,,,http://aims.fao.org/aos/agrovoc/c_30031,
c_30032,Diabrotica virgifera,,,http://aims.fao.org/aos/agrovoc/c_30032,
c_30033,ليما,,,http://aims.fao.org/aos/agrovoc/c_30033,
c_30034,خنفساء البطاطس,,,http://aims.fao.org/aos/agrovoc/c_30034,
c_30035,Longitarsus,,,http://aims.fao.org/aos/agrovoc/c_30035,
c_30036,Oulema melanopus,,,http://aims.fao.org/aos/agrovoc/c_30036,
c_30037,Oulema oryzae,,,http://aims.fao.org/aos/agrovoc/c_30037,
c_30038,Phyllotreta cruciferae,,,http://aims.fao.org/aos/agrovoc/c_30038,
c_30039,Phyllotreta striolata,,,http://aims.fao.org/aos/agrovoc/c_30039,
c_3004,شمرة شائعة,,,http://aims.fao.org/aos/agrovoc/c_3004,
c_30040,Psylliodes chrysocephala,,,http://aims.fao.org/aos/agrovoc/c_30040,
c_30041,Pyrrhalta luteola,,,http://aims.fao.org/aos/agrovoc/c_30041,
c_30042,بوقيات ضارية (فصيلة),,,http://aims.fao.org/aos/agrovoc/c_30042,
c_30043,Thanasimus,,,http://aims.fao.org/aos/agrovoc/c_30043,
c_30044,Thanasimus dubius,,,http://aims.fao.org/aos/agrovoc/c_30044,
c_30045,دعسوقيات (فصيلة),,,http://aims.fao.org/aos/agrovoc/c_30045,
c_30046,أضاليا,,,http://aims.fao.org/aos/agrovoc/c_30046,
c_30047,Adalia bipunctata,,,http://aims.fao.org/aos/agrovoc/c_30047,
c_30048,Chilocorus,,,http://aims.fao.org/aos/agrovoc/c_30048,
c_30049,دعسوقة ذات سبع نقط,,,http://aims.fao.org/aos/agrovoc/c_30049,
c_3005,موت الجنين,,,http://aims.fao.org/aos/agrovoc/c_3005,
c_30050,Cryptolaemus,,,http://aims.fao.org/aos/agrovoc/c_30050,
c_30051,Cryptolaemus montrouzieri,,,http://aims.fao.org/aos/agrovoc/c_30051,
c_30052,Epilachna varivestis,,,http://aims.fao.org/aos/agrovoc/c_30052,
c_30053,Epilachna vigintioctopunctata,,,http://aims.fao.org/aos/agrovoc/c_30053,
c_30054,Harmonia,,,http://aims.fao.org/aos/agrovoc/c_30054,
c_30055,Harmonia axyridis,,,http://aims.fao.org/aos/agrovoc/c_30055,
c_30056,صيادة الأرق,,,http://aims.fao.org/aos/agrovoc/c_30056,
c_30057,Hippodamia convergens,,,http://aims.fao.org/aos/agrovoc/c_30057,
c_30058,Menochilus,,,http://aims.fao.org/aos/agrovoc/c_30058,
c_30059,Menochilus sexmaculatus,,,http://aims.fao.org/aos/agrovoc/c_30059,
c_3006,مضغة,,,http://aims.fao.org/aos/agrovoc/c_3006,
c_30060,ملتهمات خفية (فصيلة),,,http://aims.fao.org/aos/agrovoc/c_30060,
c_30061,Atomaria linearis,,,http://aims.fao.org/aos/agrovoc/c_30061,
c_30062,خنافس نارية (فصيلة),,,http://aims.fao.org/aos/agrovoc/c_30062,
c_30063,سوسيات (فصيلة),,,http://aims.fao.org/aos/agrovoc/c_30063,
c_30064,Anthonomus grandis,,,http://aims.fao.org/aos/agrovoc/c_30064,
c_30065,Chalcodermus,,,http://aims.fao.org/aos/agrovoc/c_30065,
c_30066,Chalcodermus aeneus,,,http://aims.fao.org/aos/agrovoc/c_30066,
c_30067,Conotrachelus,,,http://aims.fao.org/aos/agrovoc/c_30067,
c_30068,Conotrachelus nenuphar,,,http://aims.fao.org/aos/agrovoc/c_30068,
c_30069,Cosmopolites sordidus,,,http://aims.fao.org/aos/agrovoc/c_30069,
c_3007,ضباب,,,http://aims.fao.org/aos/agrovoc/c_3007,
c_30070,Curculio caryae,,,http://aims.fao.org/aos/agrovoc/c_30070,
c_30071,Cylindrocopturus,,,http://aims.fao.org/aos/agrovoc/c_30071,
c_30072,Cylindrocopturus adspersus,,,http://aims.fao.org/aos/agrovoc/c_30072,
c_30073,Diaprepes abbreviatus,,,http://aims.fao.org/aos/agrovoc/c_30073,
c_30074,Echinocnemus,,,http://aims.fao.org/aos/agrovoc/c_30074,
c_30075,Hypera meles,,,http://aims.fao.org/aos/agrovoc/c_30075,
c_30076,Hypera postica,,,http://aims.fao.org/aos/agrovoc/c_30076,
c_30077,Lissorhoptrus oryzophilus,,,http://aims.fao.org/aos/agrovoc/c_30077,
c_30078,ميتاماسيوس,,,http://aims.fao.org/aos/agrovoc/c_30078,
c_30079,Naupactus,,,http://aims.fao.org/aos/agrovoc/c_30079,
c_3008,إستعمال على الأوراق,,,http://aims.fao.org/aos/agrovoc/c_3008,
c_30080,Neochetina eichhorniae,,,http://aims.fao.org/aos/agrovoc/c_30080,
c_30081,Otiorrhynchus sulcatus,,,http://aims.fao.org/aos/agrovoc/c_30081,
c_30082,Pachnaeus,,,http://aims.fao.org/aos/agrovoc/c_30082,
c_30083,Pachnaeus litus,,,http://aims.fao.org/aos/agrovoc/c_30083,
c_30084,توت كامل,,,http://aims.fao.org/aos/agrovoc/c_30084,
c_30085,Pissodes strobi,,,http://aims.fao.org/aos/agrovoc/c_30085,
c_30086,Premnotrypes,,,http://aims.fao.org/aos/agrovoc/c_30086,
c_30087,Rhinocyllus,,,http://aims.fao.org/aos/agrovoc/c_30087,
c_30088,Rhinocyllus conicus,,,http://aims.fao.org/aos/agrovoc/c_30088,
c_30089,Sitona hispidulus,,,http://aims.fao.org/aos/agrovoc/c_30089,
c_3009,حمض الفوليك,,,http://aims.fao.org/aos/agrovoc/c_3009,
c_30090,Sitona humeralis,,,http://aims.fao.org/aos/agrovoc/c_30090,
c_30091,Sitona lineatus,,,http://aims.fao.org/aos/agrovoc/c_30091,
c_30092,Smicronyx,,,http://aims.fao.org/aos/agrovoc/c_30092,
c_30093,Smicronyx fulvus,,,http://aims.fao.org/aos/agrovoc/c_30093,
c_30094,Sphenophorus,,,http://aims.fao.org/aos/agrovoc/c_30094,
c_30095,Sphenophorus callosus,,,http://aims.fao.org/aos/agrovoc/c_30095,
c_30096,Sphenophorus parvulus,,,http://aims.fao.org/aos/agrovoc/c_30096,
c_30097,Trichosirocalus,,,http://aims.fao.org/aos/agrovoc/c_30097,
c_30098,Trichosirocalus horridus,,,http://aims.fao.org/aos/agrovoc/c_30098,
c_30099,عثيات (فصيلة),,,http://aims.fao.org/aos/agrovoc/c_30099,
c_3009f2de,Hordeum murinum subsp. glaucum,,,http://aims.fao.org/aos/agrovoc/c_3009f2de,
c_301,ثعلبية المروج,,,http://aims.fao.org/aos/agrovoc/c_301,
c_3010,فومس,,,http://aims.fao.org/aos/agrovoc/c_3010,
c_30100,Anthrenus,,,http://aims.fao.org/aos/agrovoc/c_30100,
c_30101,Attagenus megatoma,,,http://aims.fao.org/aos/agrovoc/c_30101,
c_30102,Dermestes maculatus,,,http://aims.fao.org/aos/agrovoc/c_30102,
c_30103,Trogoderma glabrum,,,http://aims.fao.org/aos/agrovoc/c_30103,
c_30104,Trogoderma granarium,,,http://aims.fao.org/aos/agrovoc/c_30104,
c_30105,عوميات (فصيلة),,,http://aims.fao.org/aos/agrovoc/c_30105,
c_30107,Limonius californicus,,,http://aims.fao.org/aos/agrovoc/c_30107,
c_30108,فلقوليات (فصيلة),,,http://aims.fao.org/aos/agrovoc/c_30108,
c_30109,خنفسيات ممثلة (فصيلة),,,http://aims.fao.org/aos/agrovoc/c_30109,
c_3011,إضافات غذائية,,,http://aims.fao.org/aos/agrovoc/c_3011,
c_30110,لكريات (فصيلة),,,http://aims.fao.org/aos/agrovoc/c_30110,
c_30111,Lagria,,,http://aims.fao.org/aos/agrovoc/c_30111,
c_30112,Lagria villosa,,,http://aims.fao.org/aos/agrovoc/c_30112,
c_30113,لكتيات (فصيلة),,,http://aims.fao.org/aos/agrovoc/c_30113,
c_30114,Lyctus brunneus,,,http://aims.fao.org/aos/agrovoc/c_30114,
c_30115,ناشرات الخشب (فصيلة),,,http://aims.fao.org/aos/agrovoc/c_30115,
c_30116,آكلات الفطور (فصيلة),,,http://aims.fao.org/aos/agrovoc/c_30116,
c_30117,وذحيات (فصيلة),,,http://aims.fao.org/aos/agrovoc/c_30117,
c_30118,Carpophilus hemipterus,,,http://aims.fao.org/aos/agrovoc/c_30118,
c_30119,Meligethes aeneus,,,http://aims.fao.org/aos/agrovoc/c_30119,
c_3012,مساعدات غذائية,,,http://aims.fao.org/aos/agrovoc/c_3012,
c_30120,مسطحات الأرجل (فصيلة),,,http://aims.fao.org/aos/agrovoc/c_30120,
c_30121,Platypus (insect),,,http://aims.fao.org/aos/agrovoc/c_30121,
c_30122,هبونيات (فصيلة),,,http://aims.fao.org/aos/agrovoc/c_30122,
c_30123,آكلات الجذور (فصيلة),,,http://aims.fao.org/aos/agrovoc/c_30123,
c_30124,جعليات (فصيلة),,,http://aims.fao.org/aos/agrovoc/c_30124,
c_30125,Anomala,,,http://aims.fao.org/aos/agrovoc/c_30125,
c_30126,Anomala cuprea,,,http://aims.fao.org/aos/agrovoc/c_30126,
c_30127,Costelytra zealandica,,,http://aims.fao.org/aos/agrovoc/c_30127,
c_30128,مستديرات الرأس (فصيلة),,,http://aims.fao.org/aos/agrovoc/c_30128,
c_30129,Heteronychus arator,,,http://aims.fao.org/aos/agrovoc/c_30129,
c_3013,أرجية غذائية,,,http://aims.fao.org/aos/agrovoc/c_3013,
c_30130,Melolontha melolontha,,,http://aims.fao.org/aos/agrovoc/c_30130,
c_30131,Onthophagus,,,http://aims.fao.org/aos/agrovoc/c_30131,
