"code","label_zh","note","concept","all_alternative_zh","all_hidden_zh","definition_en"
"c_13901","鼠李属","","http://aims.fao.org/aos/agrovoc/c_13901","人心果科属","",""
"c_13902","风湿病","","http://aims.fao.org/aos/agrovoc/c_13902","","",""
"c_13903","鼻炎","","http://aims.fao.org/aos/agrovoc/c_13903","","",""
"c_13906","根足总纲","","http://aims.fao.org/aos/agrovoc/c_13906","","",""
"c_1391","牛","","http://aims.fao.org/aos/agrovoc/c_1391","驯养牛","",""
"c_13914","核糖核酸酶","","http://aims.fao.org/aos/agrovoc/c_13914","RNA酶","",""
"c_1392","牛棚","","http://aims.fao.org/aos/agrovoc/c_1392","牛舍","",""
"c_13925","立克次氏体属","","http://aims.fao.org/aos/agrovoc/c_13925","","",""
"c_13927","利福霉素","","http://aims.fao.org/aos/agrovoc/c_13927","","",""
"c_13928","牛瘟病毒","","http://aims.fao.org/aos/agrovoc/c_13928","","",""
"c_13929","泥炭地","","http://aims.fao.org/aos/agrovoc/c_13929","","",""
"c_1393","卡特兰属","","http://aims.fao.org/aos/agrovoc/c_1393","","",""
"c_13933","催熟","","http://aims.fao.org/aos/agrovoc/c_13933","产品成熟|产品老化","",""
"c_13936","稻田水产养殖","","http://aims.fao.org/aos/agrovoc/c_13936","","",""
"c_13937","RNA肿瘤病毒","","http://aims.fao.org/aos/agrovoc/c_13937","RNA瘤病毒","",""
"c_1394","花椰菜","","http://aims.fao.org/aos/agrovoc/c_1394","","",""
"c_13948","啮齿动物","","http://aims.fao.org/aos/agrovoc/c_13948","","",""
"c_13949","选株","","http://aims.fao.org/aos/agrovoc/c_13949","","",""
"c_13950","吡甲四环素","","http://aims.fao.org/aos/agrovoc/c_13950","吡咯甲基四环素","",""
"c_13951","根导率","","http://aims.fao.org/aos/agrovoc/c_13951","","",""
"c_13956","生根化合物","","http://aims.fao.org/aos/agrovoc/c_13956","","",""
"c_1396","二尾蚜属","","http://aims.fao.org/aos/agrovoc/c_1396","","",""
"c_13963","迷迭香","","http://aims.fao.org/aos/agrovoc/c_13963","","",""
"c_13964","玫瑰","","http://aims.fao.org/aos/agrovoc/c_13964","","",""
"c_1397","洞穴","","http://aims.fao.org/aos/agrovoc/c_1397","","",""
"c_13972","松香","","http://aims.fao.org/aos/agrovoc/c_13972","松脂","",""
"c_1398","鱼子酱","","http://aims.fao.org/aos/agrovoc/c_1398","","",""
"c_13988","规则","","http://aims.fao.org/aos/agrovoc/c_13988","","",""
"c_1399","鱼子酱替代品","","http://aims.fao.org/aos/agrovoc/c_1399","","",""
"c_13990","瘤胃弛缓","","http://aims.fao.org/aos/agrovoc/c_13990","","",""
"c_13992","瘤胃炎","","http://aims.fao.org/aos/agrovoc/c_13992","","",""
"c_13993","酸模属","","http://aims.fao.org/aos/agrovoc/c_13993","","",""
"c_13994","Ruminantia","","http://aims.fao.org/aos/agrovoc/c_13994","","",""
"c_13995","瘤胃球菌属","","http://aims.fao.org/aos/agrovoc/c_13995","","",""
"c_13996","浪姆酒","","http://aims.fao.org/aos/agrovoc/c_13996","","",""
"c_13a0ffba","塑料池塘","","http://aims.fao.org/aos/agrovoc/c_13a0ffba","","",""
"c_13a1d161","储备水箱","","http://aims.fao.org/aos/agrovoc/c_13a1d161","","",""
"c_13abaa2a","Lathyrus venetus","","http://aims.fao.org/aos/agrovoc/c_13abaa2a","","",""
"c_13accfa8","年龄级","","http://aims.fao.org/aos/agrovoc/c_13accfa8","","",""
"c_13adefba","Viola arvensis","","http://aims.fao.org/aos/agrovoc/c_13adefba","","",""
"c_13b48624","Erysiphe adunca","","http://aims.fao.org/aos/agrovoc/c_13b48624","","",""
"c_13b4cc21","浮性材料","","http://aims.fao.org/aos/agrovoc/c_13b4cc21","","",""
"c_13b76114","Lathyrus marmoratus","","http://aims.fao.org/aos/agrovoc/c_13b76114","","",""
"c_13b99c8f","包皮脱垂","","http://aims.fao.org/aos/agrovoc/c_13b99c8f","","",""
"c_13bb88cb","声学导航","","http://aims.fao.org/aos/agrovoc/c_13bb88cb","","",""
"c_13be15df","Psila spartioides","","http://aims.fao.org/aos/agrovoc/c_13be15df","","",""
"c_13bee01c","Arum elongatum","","http://aims.fao.org/aos/agrovoc/c_13bee01c","","",""
"c_13c21a25","有机氮","","http://aims.fao.org/aos/agrovoc/c_13c21a25","","",""
"c_13d98552","Vespa velutina","","http://aims.fao.org/aos/agrovoc/c_13d98552","","",""
"c_13db3af0","Thymus cappadocicus","","http://aims.fao.org/aos/agrovoc/c_13db3af0","","",""
"c_13e178c2","Hydrocotyle vulgaris","","http://aims.fao.org/aos/agrovoc/c_13e178c2","","",""
"c_13e452e6","新记录","","http://aims.fao.org/aos/agrovoc/c_13e452e6","","",""
"c_13e636a8","分层抽样法","","http://aims.fao.org/aos/agrovoc/c_13e636a8","","",""
"c_13eae4bf","精密测地仪","","http://aims.fao.org/aos/agrovoc/c_13eae4bf","","",""
"c_13ef6bd6","走私","","http://aims.fao.org/aos/agrovoc/c_13ef6bd6","","",""
"c_13f3b00e","Erysiphe aquilegiae var. ranunculi","","http://aims.fao.org/aos/agrovoc/c_13f3b00e","","",""
"c_13fb5a08","气候变化的影响","","http://aims.fao.org/aos/agrovoc/c_13fb5a08","","",""
"c_14","北美冷杉","","http://aims.fao.org/aos/agrovoc/c_14","巨冷杉","",""
"c_140","平流","","http://aims.fao.org/aos/agrovoc/c_140","","",""
"c_1400","开曼群岛","","http://aims.fao.org/aos/agrovoc/c_1400","","",""
"c_14002","农村青年","","http://aims.fao.org/aos/agrovoc/c_14002","农村青年人","",""
"c_1401","塞阿拉州","","http://aims.fao.org/aos/agrovoc/c_1401","","",""
"c_14010","黑麦","","http://aims.fao.org/aos/agrovoc/c_14010","","",""
"c_14016","紫貂","","http://aims.fao.org/aos/agrovoc/c_14016","","",""
"c_14018","邻磺酰苯酰亚胺","","http://aims.fao.org/aos/agrovoc/c_14018","","",""
"c_14019","酵母科","","http://aims.fao.org/aos/agrovoc/c_14019","","",""
"c_1402","瘿蚊科","","http://aims.fao.org/aos/agrovoc/c_1402","","",""
"c_14021","糖球蚜属","","http://aims.fao.org/aos/agrovoc/c_14021","","",""
"c_14022","红花","","http://aims.fao.org/aos/agrovoc/c_14022","","",""
"c_14023","藏红花","","http://aims.fao.org/aos/agrovoc/c_14023","","",""
"c_14025","鼠尾草","","http://aims.fao.org/aos/agrovoc/c_14025","","",""
"c_14029","色拉调料","","http://aims.fao.org/aos/agrovoc/c_14029","","",""
"c_1403","藨子瘿螨","","http://aims.fao.org/aos/agrovoc/c_1403","","",""
"c_14034","盐角草属","","http://aims.fao.org/aos/agrovoc/c_14034","","",""
"c_14036","涎腺病","","http://aims.fao.org/aos/agrovoc/c_14036","唾腺疾病","",""
"c_14037","鲑","","http://aims.fao.org/aos/agrovoc/c_14037","","",""
"c_1403704032464","Gonimbrasia belina","","http://aims.fao.org/aos/agrovoc/c_1403704032464","","",""
"c_1404","cecidozoa","","http://aims.fao.org/aos/agrovoc/c_1404","","",""
"c_14040d39","活体重","","http://aims.fao.org/aos/agrovoc/c_14040d39","活重","",""
"c_1404137108197","Oecophylla longinoda","","http://aims.fao.org/aos/agrovoc/c_1404137108197","","",""
"c_1404137668924","Oecophylla smaragdina","","http://aims.fao.org/aos/agrovoc/c_1404137668924","","",""
"c_1404e3be","城市贫困","","http://aims.fao.org/aos/agrovoc/c_1404e3be","","",""
"c_1405","号角树属","","http://aims.fao.org/aos/agrovoc/c_1405","","",""
"c_14054","输卵管炎","","http://aims.fao.org/aos/agrovoc/c_14054","","",""
"c_14055","婆罗门参","","http://aims.fao.org/aos/agrovoc/c_14055","","",""
"c_14058","盐分需求","","http://aims.fao.org/aos/agrovoc/c_14058","","",""
"c_1406","雪松油","","http://aims.fao.org/aos/agrovoc/c_1406","","",""
"c_14065","接骨木属","","http://aims.fao.org/aos/agrovoc/c_14065","","",""
"c_1407","雪松属","","http://aims.fao.org/aos/agrovoc/c_1407","","",""
"c_14072","山达脂","","http://aims.fao.org/aos/agrovoc/c_14072","","",""
"c_1408","吉贝属","","http://aims.fao.org/aos/agrovoc/c_1408","","",""
"c_14083","腐生物","","http://aims.fao.org/aos/agrovoc/c_14083","","",""
"c_14086","疥螨属","","http://aims.fao.org/aos/agrovoc/c_14086","","",""
"c_14087","疥螨病","","http://aims.fao.org/aos/agrovoc/c_14087","","",""
"c_1408faf0","Torilis","","http://aims.fao.org/aos/agrovoc/c_1408faf0","","",""
"c_1409","吉贝","","http://aims.fao.org/aos/agrovoc/c_1409","","",""
"c_14092","檫木属","","http://aims.fao.org/aos/agrovoc/c_14092","","",""
"c_14093","卫星","","http://aims.fao.org/aos/agrovoc/c_14093","","",""
"c_14094","饱腹感","","http://aims.fao.org/aos/agrovoc/c_14094","","",""
"c_140d7b3b","社会权利","","http://aims.fao.org/aos/agrovoc/c_140d7b3b","","",""
"c_141","副作用","","http://aims.fao.org/aos/agrovoc/c_141","非目标作用|药物次级反应|药物不利反应|药物不良反应|药物不利作用","",""
"c_1410","卫矛科","","http://aims.fao.org/aos/agrovoc/c_1410","","",""
"c_14100","香薄荷","","http://aims.fao.org/aos/agrovoc/c_14100","","",""
"c_1410249722990","裂区设计","","http://aims.fao.org/aos/agrovoc/c_1410249722990","","",""
"c_1410424255662","倡导","","http://aims.fao.org/aos/agrovoc/c_1410424255662","","",""
"c_1410424656573","提高认识","","http://aims.fao.org/aos/agrovoc/c_1410424656573","","",""
"c_1411","根芹菜","","http://aims.fao.org/aos/agrovoc/c_1411","","",""
"c_14111","肩胛骨","","http://aims.fao.org/aos/agrovoc/c_14111","肩胛","",""
"c_14112","稻草人","","http://aims.fao.org/aos/agrovoc/c_14112","","",""
"c_14115","撒播","","http://aims.fao.org/aos/agrovoc/c_14115","","",""
"c_14116","气味腺","","http://aims.fao.org/aos/agrovoc/c_14116","臭腺","",""
"c_1412","西芹","","http://aims.fao.org/aos/agrovoc/c_1412","","",""
"c_14122","藨草属","","http://aims.fao.org/aos/agrovoc/c_14122","","",""
"c_1413","细胞分裂","","http://aims.fao.org/aos/agrovoc/c_1413","","",""
"c_1413b6c1","警戒信息素","","http://aims.fao.org/aos/agrovoc/c_1413b6c1","","",""
"c_1414","细胞结构","","http://aims.fao.org/aos/agrovoc/c_1414","细胞状结构","",""
"c_1414072036369","Narcissus jonquilla","","http://aims.fao.org/aos/agrovoc/c_1414072036369","","",""
"c_1414072734823","Narcissus papyraceus","","http://aims.fao.org/aos/agrovoc/c_1414072734823","","",""
"c_14141","晕船","","http://aims.fao.org/aos/agrovoc/c_14141","","",""
"c_1414422589661","Sambucus nigra","","http://aims.fao.org/aos/agrovoc/c_1414422589661","","",""
"c_1414422996066","Sambucus ebulus","","http://aims.fao.org/aos/agrovoc/c_1414422996066","","",""
"c_1414423359144","Viburnum opulus","","http://aims.fao.org/aos/agrovoc/c_1414423359144","","",""
"c_1414489388571","Abies cilicica","","http://aims.fao.org/aos/agrovoc/c_1414489388571","","",""
"c_1414489768772","Picea orientalis","","http://aims.fao.org/aos/agrovoc/c_1414489768772","","",""
"c_1414679859670","Liquidambar orientalis","","http://aims.fao.org/aos/agrovoc/c_1414679859670","","",""
"c_14148","大海","","http://aims.fao.org/aos/agrovoc/c_14148","","",""
"c_1415","细胞壁","","http://aims.fao.org/aos/agrovoc/c_1415","","",""
"c_14154","海藻","","http://aims.fao.org/aos/agrovoc/c_14154","","",""
"c_14155","皮脂腺","","http://aims.fao.org/aos/agrovoc/c_14155","","",""
"c_14156","皮脂溢出","","http://aims.fao.org/aos/agrovoc/c_14156","皮脂溢性皮炎","",""
"c_14157","中等教育","","http://aims.fao.org/aos/agrovoc/c_14157","","",""
"c_1416","地窖","","http://aims.fao.org/aos/agrovoc/c_1416","块根植物储藏窖","",""
"c_14161243","海滩岩","","http://aims.fao.org/aos/agrovoc/c_14161243","","",""
"c_14164","景天属","","http://aims.fao.org/aos/agrovoc/c_14164","费菜属","",""
"c_14168","种子休眠","","http://aims.fao.org/aos/agrovoc/c_14168","","",""
"c_1417","纤维二糖","","http://aims.fao.org/aos/agrovoc/c_1417","","",""
"c_14170","种子接种","","http://aims.fao.org/aos/agrovoc/c_14170","","",""
"c_14172","种子品质","","http://aims.fao.org/aos/agrovoc/c_14172","种子质量","",""
"c_14174","种子储藏寿命","","http://aims.fao.org/aos/agrovoc/c_14174","","",""
"c_14175","种子清选","","http://aims.fao.org/aos/agrovoc/c_14175","","",""
"c_14179","心皮","","http://aims.fao.org/aos/agrovoc/c_14179","","",""
"c_1418","细胞","","http://aims.fao.org/aos/agrovoc/c_1418","","",""
"c_14182","地震学家","","http://aims.fao.org/aos/agrovoc/c_14182","","",""
"c_14187","选择放牧","","http://aims.fao.org/aos/agrovoc/c_14187","","",""
"c_14188","黑熊属","","http://aims.fao.org/aos/agrovoc/c_14188","","",""
"c_1419","纤维素酶","","http://aims.fao.org/aos/agrovoc/c_1419","","",""
"c_14190","精液稀释","","http://aims.fao.org/aos/agrovoc/c_14190","精液稀释液","",""
"c_14191","半干旱气候","","http://aims.fao.org/aos/agrovoc/c_14191","","",""
"c_14192","半干旱性土壤","","http://aims.fao.org/aos/agrovoc/c_14192","","",""
"c_14195","研讨会","","http://aims.fao.org/aos/agrovoc/c_14195","讨论会","",""
"c_14196","麦渣","","http://aims.fao.org/aos/agrovoc/c_14196","","",""
"c_14197","长生草属","","http://aims.fao.org/aos/agrovoc/c_14197","","",""
"c_14198","千里光属","","http://aims.fao.org/aos/agrovoc/c_14198","","",""
"c_141a77a5","Crocus pallasii","","http://aims.fao.org/aos/agrovoc/c_141a77a5","","",""
"c_142","广告","","http://aims.fao.org/aos/agrovoc/c_142","公开","",""
"c_1420","醋酸纤维素","","http://aims.fao.org/aos/agrovoc/c_1420","","",""
"c_14200","衰老","","http://aims.fao.org/aos/agrovoc/c_14200","","",""
"c_1420467602890","Agonoscena","","http://aims.fao.org/aos/agrovoc/c_1420467602890","","",""
"c_1420467810384","Agonoscena pistaciae","","http://aims.fao.org/aos/agrovoc/c_1420467810384","","",""
"c_14208","5-羟色胺","","http://aims.fao.org/aos/agrovoc/c_14208","","",""
"c_14209","蛇亚目动物","","http://aims.fao.org/aos/agrovoc/c_14209","","",""
"c_1421","硝化纤维","","http://aims.fao.org/aos/agrovoc/c_1421","硝酸纤维素","",""
"c_14210","沙雷氏菌属","","http://aims.fao.org/aos/agrovoc/c_14210","","",""
"c_1421068924855","Aelia acuminata","","http://aims.fao.org/aos/agrovoc/c_1421068924855","","",""
"c_1421069590019","Aelia rostrata","","http://aims.fao.org/aos/agrovoc/c_1421069590019","","",""
"c_1421072887108","Issidae","","http://aims.fao.org/aos/agrovoc/c_1421072887108","","",""
"c_1421073054031","Agalmatium flavescens","","http://aims.fao.org/aos/agrovoc/c_1421073054031","","",""
"c_1421157819876","Agriotes lineatus","","http://aims.fao.org/aos/agrovoc/c_1421157819876","","",""
"c_1421159429549","Agriotes obscurus","","http://aims.fao.org/aos/agrovoc/c_1421159429549","","",""
"c_1421160573126","Rhizobium vitis","","http://aims.fao.org/aos/agrovoc/c_1421160573126","","",""
"c_14213","血清白蛋白","","http://aims.fao.org/aos/agrovoc/c_14213","血清清蛋白","",""
"c_14216","芝麻","","http://aims.fao.org/aos/agrovoc/c_14216","","",""
"c_1421847338669","Anthonomus pomorum","","http://aims.fao.org/aos/agrovoc/c_1421847338669","","",""
"c_1421849712800","Aonidiella citrina","","http://aims.fao.org/aos/agrovoc/c_1421849712800","","",""
"c_1422","纤维素类产品","","http://aims.fao.org/aos/agrovoc/c_1422","","",""
"c_14225","性染色体","","http://aims.fao.org/aos/agrovoc/c_14225","异源染色体","",""
"c_14226","性别决定","","http://aims.fao.org/aos/agrovoc/c_14226","性别控制","",""
"c_14228","性别诊断","","http://aims.fao.org/aos/agrovoc/c_14228","雌雄鉴别|性别决定(鉴定)","",""
"c_1422978209104","良好实践","不间断的完善和重复，事实上对“良法”的概念是不言而喻的。

有些人喜好用“良法”一词而不是“最佳措施”，因为在现实中，我们认识到方式方法在不停的演进和更新，是否有一个单一“最佳”方式值得商榷。
","http://aims.fao.org/aos/agrovoc/c_1422978209104","","",""
"c_1423","纤维素","","http://aims.fao.org/aos/agrovoc/c_1423","","",""
"c_14232","荫","","http://aims.fao.org/aos/agrovoc/c_14232","","",""
"c_14233","胡葱","","http://aims.fao.org/aos/agrovoc/c_14233","","",""
"c_1424","青葙属","","http://aims.fao.org/aos/agrovoc/c_1424","","",""
"c_14249","无壳卵","","http://aims.fao.org/aos/agrovoc/c_14249","","",""
"c_1425","青葙","","http://aims.fao.org/aos/agrovoc/c_1425","","",""
"c_14250","脱壳","","http://aims.fao.org/aos/agrovoc/c_14250","除壳","",""
"c_14254","雪利酒","","http://aims.fao.org/aos/agrovoc/c_14254","","",""
"c_14256","志贺菌属","","http://aims.fao.org/aos/agrovoc/c_14256","志贺氏菌属","",""
"c_14259","寒战","","http://aims.fao.org/aos/agrovoc/c_14259","颤抖","",""
"c_1426","水泥","","http://aims.fao.org/aos/agrovoc/c_1426","","",""
"c_14260","减震器","","http://aims.fao.org/aos/agrovoc/c_14260","","",""
"c_14261","嫩枝","","http://aims.fao.org/aos/agrovoc/c_14261","","",""
"c_14265","切丝","","http://aims.fao.org/aos/agrovoc/c_14265","","",""
"c_1427","蒺藜草属","","http://aims.fao.org/aos/agrovoc/c_1427","","",""
"c_1428","水牛草","","http://aims.fao.org/aos/agrovoc/c_1428","","",""
"c_14282","蝇子草属","","http://aims.fao.org/aos/agrovoc/c_14282","麦瓶草属|女娄菜属","",""
"c_14283","二氧化硅","","http://aims.fao.org/aos/agrovoc/c_14283","","",""
"c_14285","丝绸工业","","http://aims.fao.org/aos/agrovoc/c_14285","","",""
"c_14289","罗盘草","","http://aims.fao.org/aos/agrovoc/c_14289","","",""
"c_1428e2f8","Aristolochia stenosiphon","","http://aims.fao.org/aos/agrovoc/c_1428e2f8","","",""
"c_1429","安庆草","","http://aims.fao.org/aos/agrovoc/c_1429","","",""
"c_14291","淤积","","http://aims.fao.org/aos/agrovoc/c_14291","","",""
"c_14298","水飞蓟属","","http://aims.fao.org/aos/agrovoc/c_14298","","",""
"c_142e66d4","Erysiphe howeana","","http://aims.fao.org/aos/agrovoc/c_142e66d4","","",""
"c_142f8020","禁止种植的作物","","http://aims.fao.org/aos/agrovoc/c_142f8020","违禁作物","",""
"c_143","顾问","","http://aims.fao.org/aos/agrovoc/c_143","推广工作者","",""
"c_1430","人口普查","","http://aims.fao.org/aos/agrovoc/c_1430","","",""
"c_14301","西蒙斯氏菌属","","http://aims.fao.org/aos/agrovoc/c_14301","","",""
"c_14304","蚋属","","http://aims.fao.org/aos/agrovoc/c_14304","","",""
"c_14314","姐妹","","http://aims.fao.org/aos/agrovoc/c_14314","","",""
"c_14315","大蒜芥属","","http://aims.fao.org/aos/agrovoc/c_14315","","",""
"c_1432","中非","","http://aims.fao.org/aos/agrovoc/c_1432","","",""
"c_14322","草编蜂巢","","http://aims.fao.org/aos/agrovoc/c_14322","","",""
"c_14324","皮肤温度","","http://aims.fao.org/aos/agrovoc/c_14324","","",""
"c_14325","皮褶厚度","","http://aims.fao.org/aos/agrovoc/c_14325","皮肤皱襞厚度","",""
"c_14328","条缝地板饲养","","http://aims.fao.org/aos/agrovoc/c_14328","","",""
"c_1432c39d","侏罗纪","","http://aims.fao.org/aos/agrovoc/c_1432c39d","","",""
"c_1433","中非共和国","","http://aims.fao.org/aos/agrovoc/c_1433","中非帝国","",""
"c_14330","枕木","","http://aims.fao.org/aos/agrovoc/c_14330","铁路轨枕|轨枕","",""
"c_14332","雨夹雪","","http://aims.fao.org/aos/agrovoc/c_14332","","",""
"c_14336","土壤滑动","","http://aims.fao.org/aos/agrovoc/c_14336","","",""
"c_1434","中美洲","","http://aims.fao.org/aos/agrovoc/c_1434","","",""
"c_14343","小农","","http://aims.fao.org/aos/agrovoc/c_14343","小农户","",""
"c_14344","气味","","http://aims.fao.org/aos/agrovoc/c_14344","香味|香气|味道","",""
"c_1435","中美洲共同市场","","http://aims.fao.org/aos/agrovoc/c_1435","中美共同市场","",""
"c_14350","蜜蜂喷烟器","","http://aims.fao.org/aos/agrovoc/c_14350","","",""
"c_14351","吸用烟草","","http://aims.fao.org/aos/agrovoc/c_14351","","",""
"c_14354","阴燃","","http://aims.fao.org/aos/agrovoc/c_14354","","",""
"c_14359","蛇咬伤","","http://aims.fao.org/aos/agrovoc/c_14359","","",""
"c_14365","口鼻部","","http://aims.fao.org/aos/agrovoc/c_14365","","",""
"c_14366","量雪器","","http://aims.fao.org/aos/agrovoc/c_14366","","",""
"c_14368","鼻烟","","http://aims.fao.org/aos/agrovoc/c_14368","","",""
"c_14369","社会阶级","","http://aims.fao.org/aos/agrovoc/c_14369","","",""
"c_1436cd0b","密度界面","","http://aims.fao.org/aos/agrovoc/c_1436cd0b","","",""
"c_1437","中央政府","","http://aims.fao.org/aos/agrovoc/c_1437","联邦政府","",""
"c_14370","社会条件","","http://aims.fao.org/aos/agrovoc/c_14370","","",""
"c_14373","社会参与","","http://aims.fao.org/aos/agrovoc/c_14373","社会活动","",""
"c_1438","中枢神经系统","","http://aims.fao.org/aos/agrovoc/c_1438","CNS","",""
"c_14386","软质小麦","","http://aims.fao.org/aos/agrovoc/c_14386","面包专用小麦粉","",""
"c_14387","软壳卵","","http://aims.fao.org/aos/agrovoc/c_14387","","",""
"c_14388","壳囊孢属","","http://aims.fao.org/aos/agrovoc/c_14388","","",""
"c_1439","中央储藏","","http://aims.fao.org/aos/agrovoc/c_1439","","",""
"c_14396","土壤接种","","http://aims.fao.org/aos/agrovoc/c_14396","","",""
"c_14397","土壤覆盖层","","http://aims.fao.org/aos/agrovoc/c_14397","","",""
"c_14398","土壤渗透性","","http://aims.fao.org/aos/agrovoc/c_14398","","",""
"c_144","光萼荷属","","http://aims.fao.org/aos/agrovoc/c_144","","",""
"c_1440","中央集权","","http://aims.fao.org/aos/agrovoc/c_1440","","",""
"c_14400","土壤物理学","","http://aims.fao.org/aos/agrovoc/c_14400","","",""
"c_14402","土壤剖面","","http://aims.fao.org/aos/agrovoc/c_14402","","",""
"c_14407","无土栽培","","http://aims.fao.org/aos/agrovoc/c_14407","","",""
"c_1441","中央计划经济","","http://aims.fao.org/aos/agrovoc/c_1441","社会主义经济|计划经济","",""
"c_14413","太阳能干燥","","http://aims.fao.org/aos/agrovoc/c_14413","日光干燥","",""
"c_14415","太阳辐射","","http://aims.fao.org/aos/agrovoc/c_14415","","",""
"c_14419","管虱属","","http://aims.fao.org/aos/agrovoc/c_14419","","",""
"c_1442","中央(法兰西)","","http://aims.fao.org/aos/agrovoc/c_1442","中央-卢瓦尔河谷大区","",""
"c_14420","融冻泥流","","http://aims.fao.org/aos/agrovoc/c_14420","","",""
"c_14422","生长激素","","http://aims.fao.org/aos/agrovoc/c_14422","动物生长激素","",""
"c_14423","苦苣菜属","","http://aims.fao.org/aos/agrovoc/c_14423","","",""
"c_14425","鸣禽","","http://aims.fao.org/aos/agrovoc/c_14425","","",""
"c_1443","锯鮨属","","http://aims.fao.org/aos/agrovoc/c_1443","锯鳍属|锯旨属","",""
"c_14438c41","Sarcocornia perennis","","http://aims.fao.org/aos/agrovoc/c_14438c41","","",""
"c_1444","霞鲨属","","http://aims.fao.org/aos/agrovoc/c_1444","","",""
"c_1445","距瓣豆属","","http://aims.fao.org/aos/agrovoc/c_1445","","",""
"c_1446","普氏距瓣豆","","http://aims.fao.org/aos/agrovoc/c_1446","","",""
"c_1447","距瓣豆","","http://aims.fao.org/aos/agrovoc/c_1447","","",""
"c_14474","大豆蛋白","","http://aims.fao.org/aos/agrovoc/c_14474","","",""
"c_14477","大豆","","http://aims.fao.org/aos/agrovoc/c_14477","黄豆","",""
"c_14478","意大利式细面条","","http://aims.fao.org/aos/agrovoc/c_14478","","",""
"c_1448","中子目","","http://aims.fao.org/aos/agrovoc/c_1448","","",""
"c_14487","蔬菜萃取物","","http://aims.fao.org/aos/agrovoc/c_14487","","",""
"c_1449","头九节属","","http://aims.fao.org/aos/agrovoc/c_1449","","",""
"c_14490","产卵子","","http://aims.fao.org/aos/agrovoc/c_14490","","",""
"c_14496","壮观霉素","","http://aims.fao.org/aos/agrovoc/c_14496","","",""
"c_14497","分光光度法","","http://aims.fao.org/aos/agrovoc/c_14497","","",""
"c_14498","光谱学","","http://aims.fao.org/aos/agrovoc/c_14498","","",""
"c_145","Aechmea magdalenae","","http://aims.fao.org/aos/agrovoc/c_145","","",""
"c_1450","渐尖头九节","","http://aims.fao.org/aos/agrovoc/c_1450","","",""
"c_14500","开支","","http://aims.fao.org/aos/agrovoc/c_14500","","",""
"c_14508","菠菜","","http://aims.fao.org/aos/agrovoc/c_14508","","",""
"c_14509268","带状蠕虫","","http://aims.fao.org/aos/agrovoc/c_14509268","","",""
"c_1451","吐根","","http://aims.fao.org/aos/agrovoc/c_1451","吐根树","",""
"c_14512","脊髓疾病","","http://aims.fao.org/aos/agrovoc/c_14512","","",""
"c_14515","绣线菊属","","http://aims.fao.org/aos/agrovoc/c_14515","","",""
"c_14516","螺旋藻属","","http://aims.fao.org/aos/agrovoc/c_14516","","",""
"c_14518","脾疾病","","http://aims.fao.org/aos/agrovoc/c_14518","","",""
"c_1452","豹鲂鮄科","","http://aims.fao.org/aos/agrovoc/c_1452","","",""
"c_1453","腮扁蜂属","","http://aims.fao.org/aos/agrovoc/c_1453","","",""
"c_1454","脑磷脂","","http://aims.fao.org/aos/agrovoc/c_1454","磷酯酰乙醇胺","",""
"c_14545","针枞树脂","","http://aims.fao.org/aos/agrovoc/c_14545","","",""
"c_1455","Cephalonema","","http://aims.fao.org/aos/agrovoc/c_1455","","",""
"c_14550","头足类养殖","","http://aims.fao.org/aos/agrovoc/c_14550","","",""
"c_1456","头足纲","","http://aims.fao.org/aos/agrovoc/c_1456","头足类|管足类","",""
"c_14560","雄性花蕊","","http://aims.fao.org/aos/agrovoc/c_14560","","",""
"c_14562","静立反应","","http://aims.fao.org/aos/agrovoc/c_14562","","",""
"c_14568","幼畜日粮","","http://aims.fao.org/aos/agrovoc/c_14568","","",""
"c_14569","国有林","","http://aims.fao.org/aos/agrovoc/c_14569","","",""
"c_1457","Cephalorhynchus","","http://aims.fao.org/aos/agrovoc/c_1457","","",""
"c_145778c4","Aceria tristriatus","","http://aims.fao.org/aos/agrovoc/c_145778c4","","",""
"c_1458","先锋霉素","","http://aims.fao.org/aos/agrovoc/c_1458","","",""
"c_14580","繁缕属","","http://aims.fao.org/aos/agrovoc/c_14580","","",""
"c_14581","茎长","","http://aims.fao.org/aos/agrovoc/c_14581","","",""
"c_14585","灭菌乳","","http://aims.fao.org/aos/agrovoc/c_14585","","",""
"c_14586","甾醇","","http://aims.fao.org/aos/agrovoc/c_14586","","",""
"c_14587","炖","","http://aims.fao.org/aos/agrovoc/c_14587","","",""
"c_1459","头孢霉属","","http://aims.fao.org/aos/agrovoc/c_1459","","",""
"c_14591","柱头","","http://aims.fao.org/aos/agrovoc/c_14591","","",""
"c_14592","己烯雌酚","","http://aims.fao.org/aos/agrovoc/c_14592","","",""
"c_145c688d","Erysiphe alphitoides","","http://aims.fao.org/aos/agrovoc/c_145c688d","","",""
"c_146","伊蚊属","","http://aims.fao.org/aos/agrovoc/c_146","","",""
"c_1460","三尖杉科","","http://aims.fao.org/aos/agrovoc/c_1460","","",""
"c_1461","茎蜂属","","http://aims.fao.org/aos/agrovoc/c_1461","","",""
"c_14610","胃病","","http://aims.fao.org/aos/agrovoc/c_14610","","",""
"c_14613","口炎","","http://aims.fao.org/aos/agrovoc/c_14613","","",""
"c_14614","螫蝇属","","http://aims.fao.org/aos/agrovoc/c_14614","","",""
