code,label_fr,definition_fr,note,concept,all_alternative_fr
c_31711,Lyophyllum,,,http://aims.fao.org/aos/agrovoc/c_31711,
c_31712,Macrolepiota,,,http://aims.fao.org/aos/agrovoc/c_31712,
c_31713,Pholiota,,,http://aims.fao.org/aos/agrovoc/c_31713,
c_31714,Psilocybe,,,http://aims.fao.org/aos/agrovoc/c_31714,
c_31715,Termitomyces,,,http://aims.fao.org/aos/agrovoc/c_31715,
c_31716,Athelia,,,http://aims.fao.org/aos/agrovoc/c_31716,
c_31717,Bjerkandera,,,http://aims.fao.org/aos/agrovoc/c_31717,
c_31718,Chondrostereum,,,http://aims.fao.org/aos/agrovoc/c_31718,
c_31719,Coltricia,,,http://aims.fao.org/aos/agrovoc/c_31719,
c_3172,Galeus,,Groupe b-38 de la csitapa,http://aims.fao.org/aos/agrovoc/c_3172,
c_31720,Coniophora,,,http://aims.fao.org/aos/agrovoc/c_31720,
c_31721,Coriolus,,,http://aims.fao.org/aos/agrovoc/c_31721,
c_31722,Grandinia,,,http://aims.fao.org/aos/agrovoc/c_31722,
c_31723,Hirschioporus,,,http://aims.fao.org/aos/agrovoc/c_31723,
c_31724,Inonotus,,,http://aims.fao.org/aos/agrovoc/c_31724,
c_31725,Lentinula,,,http://aims.fao.org/aos/agrovoc/c_31725,
c_31726,Lenzites,,,http://aims.fao.org/aos/agrovoc/c_31726,
c_31727,Moniliophthora,,,http://aims.fao.org/aos/agrovoc/c_31727,
c_31728,Pellicularia,,,http://aims.fao.org/aos/agrovoc/c_31728,
c_31729,Peniophora,,,http://aims.fao.org/aos/agrovoc/c_31729,
c_31729fe1,cours d'eau,,,http://aims.fao.org/aos/agrovoc/c_31729fe1,réseau hydrographique
c_3173,vésicule biliaire,,,http://aims.fao.org/aos/agrovoc/c_3173,
c_31730,Polystictus,,,http://aims.fao.org/aos/agrovoc/c_31730,
c_31731,Pycnoporus,,,http://aims.fao.org/aos/agrovoc/c_31731,
c_31732,Rigidoporus,,,http://aims.fao.org/aos/agrovoc/c_31732,
c_31733,Schizophyllum,,,http://aims.fao.org/aos/agrovoc/c_31733,
c_31734,Serpula,,,http://aims.fao.org/aos/agrovoc/c_31734,Merulius
c_31735,Spongipellis,,,http://aims.fao.org/aos/agrovoc/c_31735,
c_31736,Thanatephorus,,,http://aims.fao.org/aos/agrovoc/c_31736,
c_31737,Thelephora,,,http://aims.fao.org/aos/agrovoc/c_31737,
c_31738,Trametes,,,http://aims.fao.org/aos/agrovoc/c_31738,
c_31739,Helicobasidium,,,http://aims.fao.org/aos/agrovoc/c_31739,
c_3173c086,phyllosome,,,http://aims.fao.org/aos/agrovoc/c_3173c086,
c_3174,insecte gallicole,,,http://aims.fao.org/aos/agrovoc/c_3174,
c_31740,Physoderma,,,http://aims.fao.org/aos/agrovoc/c_31740,
c_31741,Leccinum,,,http://aims.fao.org/aos/agrovoc/c_31741,
c_31742,Apiognomonia,,,http://aims.fao.org/aos/agrovoc/c_31742,
c_31743,Cryptosporella,,,http://aims.fao.org/aos/agrovoc/c_31743,
c_31744,Gnomonia,,,http://aims.fao.org/aos/agrovoc/c_31744,
c_31745,Eutypella,,,http://aims.fao.org/aos/agrovoc/c_31745,
c_31746,Dictyosteliomycetes,,,http://aims.fao.org/aos/agrovoc/c_31746,
c_31747,Dictyostelium,,,http://aims.fao.org/aos/agrovoc/c_31747,
c_31748,Cymadothea,,,http://aims.fao.org/aos/agrovoc/c_31748,Polythrincium
c_31749,Didymosphaeria,,,http://aims.fao.org/aos/agrovoc/c_31749,
c_3175,acarien gallicole,,,http://aims.fao.org/aos/agrovoc/c_3175,
c_31750,Keissleriella,,,http://aims.fao.org/aos/agrovoc/c_31750,
c_31751,Leptosphaerulina,,,http://aims.fao.org/aos/agrovoc/c_31751,
c_31752,Neotestudina,,,http://aims.fao.org/aos/agrovoc/c_31752,
c_31753,Paraphaeosphaeria,,,http://aims.fao.org/aos/agrovoc/c_31753,
c_31754,Piedraia,,,http://aims.fao.org/aos/agrovoc/c_31754,
c_31755,Pleosphaerulina,,,http://aims.fao.org/aos/agrovoc/c_31755,
c_31756,Pleospora,,,http://aims.fao.org/aos/agrovoc/c_31756,
c_31757,Scirrhia,,,http://aims.fao.org/aos/agrovoc/c_31757,
c_31758,Sydowia,,,http://aims.fao.org/aos/agrovoc/c_31758,
c_3176,Galliformes,,,http://aims.fao.org/aos/agrovoc/c_3176,gallinacés
c_31760,Capnodiales,,,http://aims.fao.org/aos/agrovoc/c_31760,
c_31761,Chaetothyriales,,,http://aims.fao.org/aos/agrovoc/c_31761,
c_31763,Hysteriales,,,http://aims.fao.org/aos/agrovoc/c_31763,
c_31767,Pleosporales,,,http://aims.fao.org/aos/agrovoc/c_31767,Pseudosphaeriales
c_31769,Acaulospora,,,http://aims.fao.org/aos/agrovoc/c_31769,
c_3177,Gambie,,,http://aims.fao.org/aos/agrovoc/c_3177,République de Gambie
c_31770,Endogone,,,http://aims.fao.org/aos/agrovoc/c_31770,
c_31771,Gigaspora,,,http://aims.fao.org/aos/agrovoc/c_31771,
c_31772,Glomus,,,http://aims.fao.org/aos/agrovoc/c_31772,
c_31773,Rhizophagus,,,http://aims.fao.org/aos/agrovoc/c_31773,Rhizophagus (Endogonales)
c_31774,Debaryomyces,,,http://aims.fao.org/aos/agrovoc/c_31774,
c_31775,Basidiobolus,,,http://aims.fao.org/aos/agrovoc/c_31775,
c_31776,Blastocystis,,,http://aims.fao.org/aos/agrovoc/c_31776,
c_31777,Cochlonema,,,http://aims.fao.org/aos/agrovoc/c_31777,
c_31778,Cystopage,,,http://aims.fao.org/aos/agrovoc/c_31778,
c_31779,Entomophaga,,,http://aims.fao.org/aos/agrovoc/c_31779,
c_3178,Îles Gambier,,,http://aims.fao.org/aos/agrovoc/c_3178,
c_31780,Ichthyophonus,,,http://aims.fao.org/aos/agrovoc/c_31780,
c_31781,Massospora,,,http://aims.fao.org/aos/agrovoc/c_31781,
c_31782,Neozygites,,,http://aims.fao.org/aos/agrovoc/c_31782,
c_31784,Byssochlamys,,,http://aims.fao.org/aos/agrovoc/c_31784,
c_31785,Eurotium,,,http://aims.fao.org/aos/agrovoc/c_31785,
c_31786,Talaromyces,,,http://aims.fao.org/aos/agrovoc/c_31786,
c_31787,Exobasidiales,,,http://aims.fao.org/aos/agrovoc/c_31787,
c_31788,Ajellomyces,,,http://aims.fao.org/aos/agrovoc/c_31788,
c_31789,Arthroderma,,,http://aims.fao.org/aos/agrovoc/c_31789,
c_3179,gibier,,,http://aims.fao.org/aos/agrovoc/c_3179,
c_31790,Diehliomyces,,,http://aims.fao.org/aos/agrovoc/c_31790,
c_31791,Amorphotheca,,,http://aims.fao.org/aos/agrovoc/c_31791,
c_31792,Crumenulopsis,,,http://aims.fao.org/aos/agrovoc/c_31792,
c_31793,Diplocarpon,,,http://aims.fao.org/aos/agrovoc/c_31793,
c_31794,Drepanopeziza,,,http://aims.fao.org/aos/agrovoc/c_31794,
c_31795,Leptotrochila,,,http://aims.fao.org/aos/agrovoc/c_31795,
c_31796,Monilinia,,,http://aims.fao.org/aos/agrovoc/c_31796,
c_31797,Ovulinia,,,http://aims.fao.org/aos/agrovoc/c_31797,
c_31798,Pyrenopeziza,,,http://aims.fao.org/aos/agrovoc/c_31798,
c_31799,Stromatinia,,,http://aims.fao.org/aos/agrovoc/c_31799,
c_318,Alutera,,,http://aims.fao.org/aos/agrovoc/c_318,
c_3180,gibier à plume,,,http://aims.fao.org/aos/agrovoc/c_3180,
c_31800,Rhizopogon,,,http://aims.fao.org/aos/agrovoc/c_31800,
c_31801,Calonectria,,,http://aims.fao.org/aos/agrovoc/c_31801,
c_31802,Neocosmospora,,,http://aims.fao.org/aos/agrovoc/c_31802,
c_31803,Sphaerostilbe,,,http://aims.fao.org/aos/agrovoc/c_31803,
c_31804,Cladonia,,,http://aims.fao.org/aos/agrovoc/c_31804,
c_31805,Calvatia,,,http://aims.fao.org/aos/agrovoc/c_31805,
c_31806,Lycoperdon,,,http://aims.fao.org/aos/agrovoc/c_31806,
c_31807,Lophotrichus,,,http://aims.fao.org/aos/agrovoc/c_31807,
c_31808,Pseudallescheria,,,http://aims.fao.org/aos/agrovoc/c_31808,
c_31809,Backusella,,,http://aims.fao.org/aos/agrovoc/c_31809,
c_3181,poisson de pêche sportive,,,http://aims.fao.org/aos/agrovoc/c_3181,
c_31810,Circinella,,,http://aims.fao.org/aos/agrovoc/c_31810,
c_31811,Cunninghamella,,,http://aims.fao.org/aos/agrovoc/c_31811,
c_31812,Phycomyces,,,http://aims.fao.org/aos/agrovoc/c_31812,
c_31813,Pilobolus,,,http://aims.fao.org/aos/agrovoc/c_31813,
c_31814,Rhizomucor,,,http://aims.fao.org/aos/agrovoc/c_31814,
c_31815,Thamnidium,,,http://aims.fao.org/aos/agrovoc/c_31815,
c_31816,Peronophythora,,,http://aims.fao.org/aos/agrovoc/c_31816,
c_31817,Peronosclerospora,,,http://aims.fao.org/aos/agrovoc/c_31817,
c_31819,Sclerophthora,,,http://aims.fao.org/aos/agrovoc/c_31819,
c_3182,gibier à poil,,,http://aims.fao.org/aos/agrovoc/c_3182,gros gibier
c_31821,Helvella,,,http://aims.fao.org/aos/agrovoc/c_31821,
c_31822,Peziza,,,http://aims.fao.org/aos/agrovoc/c_31822,
c_31823,Rhizina,,,http://aims.fao.org/aos/agrovoc/c_31823,
c_31824,Terfezia,,,http://aims.fao.org/aos/agrovoc/c_31824,
c_31825,Tirmania,,,http://aims.fao.org/aos/agrovoc/c_31825,
c_31827,Magnaporthe,,,http://aims.fao.org/aos/agrovoc/c_31827,
c_31828,Polystigma,,,http://aims.fao.org/aos/agrovoc/c_31828,
c_31829,Colpoma,,,http://aims.fao.org/aos/agrovoc/c_31829,
c_3183,viande de gibier,,,http://aims.fao.org/aos/agrovoc/c_3183,
c_31830,Cyclaneusma,,,http://aims.fao.org/aos/agrovoc/c_31830,
c_31831,Naemacyclus,,,http://aims.fao.org/aos/agrovoc/c_31831,
c_31832,Potebniamyces,,,http://aims.fao.org/aos/agrovoc/c_31832,
c_31833,Achlya,,,http://aims.fao.org/aos/agrovoc/c_31833,
c_31834,Branchiomyces,,,http://aims.fao.org/aos/agrovoc/c_31834,
c_31835,Chaetomium,,,http://aims.fao.org/aos/agrovoc/c_31835,
c_31836,Gelasinospora,,,http://aims.fao.org/aos/agrovoc/c_31836,
c_31837,Neurospora,,,http://aims.fao.org/aos/agrovoc/c_31837,
c_31838,Apiospora,,,http://aims.fao.org/aos/agrovoc/c_31838,
c_31839,Khuskia,,,http://aims.fao.org/aos/agrovoc/c_31839,
c_3184,réserve de gibier,,,http://aims.fao.org/aos/agrovoc/c_3184,
c_31840,Tunstallia,,,http://aims.fao.org/aos/agrovoc/c_31840,
c_31841,Ustulina,,,http://aims.fao.org/aos/agrovoc/c_31841,
c_31842,Sporobolomyces,,,http://aims.fao.org/aos/agrovoc/c_31842,
c_31843,Protomyces,,,http://aims.fao.org/aos/agrovoc/c_31843,
c_31844,Protomycopsis,,,http://aims.fao.org/aos/agrovoc/c_31844,
c_31845,Koleroga,,,http://aims.fao.org/aos/agrovoc/c_31845,
c_31846,Tulasnella,,,http://aims.fao.org/aos/agrovoc/c_31846,
c_31847,Chrysomyxa,,,http://aims.fao.org/aos/agrovoc/c_31847,
c_31848,Endocronartium,,,http://aims.fao.org/aos/agrovoc/c_31848,Peridermium
c_31849,Melampsoridium,,,http://aims.fao.org/aos/agrovoc/c_31849,
c_3185,gamète,,,http://aims.fao.org/aos/agrovoc/c_3185,cellule germinale|cellule sexuelle
c_31850,Pucciniastrum,,,http://aims.fao.org/aos/agrovoc/c_31850,
c_31851,Tranzschelia,,,http://aims.fao.org/aos/agrovoc/c_31851,
c_31852,Entyloma,,,http://aims.fao.org/aos/agrovoc/c_31852,
c_31853,Sorosporium,,,http://aims.fao.org/aos/agrovoc/c_31853,
c_31856,mer Méditerranée orientale,,,http://aims.fao.org/aos/agrovoc/c_31856,
c_31857,mer Méditerranée occidentale,,,http://aims.fao.org/aos/agrovoc/c_31857,
c_31857628,échelle de Beaufort,,,http://aims.fao.org/aos/agrovoc/c_31857628,
c_31858,méthode de recherche,,,http://aims.fao.org/aos/agrovoc/c_31858,
c_3186,rayonnement gamma,,,http://aims.fao.org/aos/agrovoc/c_3186,
c_31860,mer des Moluques,,,http://aims.fao.org/aos/agrovoc/c_31860,
c_31861,système de surveillance,,,http://aims.fao.org/aos/agrovoc/c_31861,
c_31862,système de contrôle,,,http://aims.fao.org/aos/agrovoc/c_31862,
c_31867,fibre musculaire,,,http://aims.fao.org/aos/agrovoc/c_31867,myofibrille
c_3187,ganglion nerveux,,,http://aims.fao.org/aos/agrovoc/c_3187,
c_31870,neurochirurgie,,,http://aims.fao.org/aos/agrovoc/c_31870,
c_31872,étiquetage nutritionnel,,,http://aims.fao.org/aos/agrovoc/c_31872,étiquetage informatif
c_31878c8d,coronavirus lié au syndrome respiratoire aigu sévère,,,http://aims.fao.org/aos/agrovoc/c_31878c8d,
c_3188,fou,,,http://aims.fao.org/aos/agrovoc/c_3188,
c_31884,division internationale du travail,,,http://aims.fao.org/aos/agrovoc/c_31884,
c_31887,quotient respiratoire,,,http://aims.fao.org/aos/agrovoc/c_31887,
c_3189,Gansu,,,http://aims.fao.org/aos/agrovoc/c_3189,Kansu
c_31891,infrastructure de transport,,,http://aims.fao.org/aos/agrovoc/c_31891,
c_31897,système sociocultural,,,http://aims.fao.org/aos/agrovoc/c_31897,
c_318d0589,Crocus biflorus subsp. yataganensis,,,http://aims.fao.org/aos/agrovoc/c_318d0589,
c_318f2bf7,Sternbergia vernalis,,,http://aims.fao.org/aos/agrovoc/c_318f2bf7,
c_318f5135,approche systémique,,,http://aims.fao.org/aos/agrovoc/c_318f5135,
c_318fcf88,Lama guanicoe,,,http://aims.fao.org/aos/agrovoc/c_318fcf88,Lama huanacus
c_319,Alysicarpus,,,http://aims.fao.org/aos/agrovoc/c_319,
c_3190,Garcinia,,,http://aims.fao.org/aos/agrovoc/c_3190,
c_31903,Suidae,,,http://aims.fao.org/aos/agrovoc/c_31903,
c_31904,tectonique,,,http://aims.fao.org/aos/agrovoc/c_31904,
c_31905,énergie thermique,,,http://aims.fao.org/aos/agrovoc/c_31905,
c_31907,accord tarifaire,,,http://aims.fao.org/aos/agrovoc/c_31907,
c_31908,politique commerciale internationale,,,http://aims.fao.org/aos/agrovoc/c_31908,
c_31909,modes de transport,,,http://aims.fao.org/aos/agrovoc/c_31909,
c_3191,Garcinia hanburyi,,,http://aims.fao.org/aos/agrovoc/c_3191,
c_31910,transport par eau,,,http://aims.fao.org/aos/agrovoc/c_31910,
c_31913,Picidae,,,http://aims.fao.org/aos/agrovoc/c_31913,
c_31916,anatomie animale,,,http://aims.fao.org/aos/agrovoc/c_31916,
c_31917,structure animale,,,http://aims.fao.org/aos/agrovoc/c_31917,
c_31918,Forficula auricularia,,,http://aims.fao.org/aos/agrovoc/c_31918,
c_31919,Periplaneta americana,,,http://aims.fao.org/aos/agrovoc/c_31919,
c_3192,Garcinia mangostana,,,http://aims.fao.org/aos/agrovoc/c_3192,
c_31920,Phlaeothripidae,,,http://aims.fao.org/aos/agrovoc/c_31920,
c_31922,Scrobipalpa heliopa,,,http://aims.fao.org/aos/agrovoc/c_31922,Gnorimoschema heliopa
c_31924,acridien,,,http://aims.fao.org/aos/agrovoc/c_31924,
c_31925,Chorthippus,,,http://aims.fao.org/aos/agrovoc/c_31925,
c_31926,Chortoicetes,,,http://aims.fao.org/aos/agrovoc/c_31926,
c_31927,Chortoicetes terminifera,,,http://aims.fao.org/aos/agrovoc/c_31927,
c_31928,Melanoplus sanguinipes,,,http://aims.fao.org/aos/agrovoc/c_31928,
c_3193,châssis abri,,,http://aims.fao.org/aos/agrovoc/c_3193,
c_31930,Schistocerca americana,,,http://aims.fao.org/aos/agrovoc/c_31930,
c_31931,Schistocerca gregaria,,,http://aims.fao.org/aos/agrovoc/c_31931,
c_31932,Zonocerus variegatus,,,http://aims.fao.org/aos/agrovoc/c_31932,
c_31934,Acheta domesticus,,,http://aims.fao.org/aos/agrovoc/c_31934,
c_31935,Gryllus bimaculatus,,,http://aims.fao.org/aos/agrovoc/c_31935,
c_31936,Oecanthus,,,http://aims.fao.org/aos/agrovoc/c_31936,
c_31937,Teleogryllus,,,http://aims.fao.org/aos/agrovoc/c_31937,
c_31938,Teleogryllus commodus,,,http://aims.fao.org/aos/agrovoc/c_31938,
c_31939,Gryllotalpidae,,,http://aims.fao.org/aos/agrovoc/c_31939,
c_3194,Gardénia,,,http://aims.fao.org/aos/agrovoc/c_3194,
c_31941,Scapteriscus vicinus,,,http://aims.fao.org/aos/agrovoc/c_31941,
c_31942,Tettigoniidae,,,http://aims.fao.org/aos/agrovoc/c_31942,
c_31944,Anoplocephalidae,,,http://aims.fao.org/aos/agrovoc/c_31944,
c_31945,Anoplocephala,,,http://aims.fao.org/aos/agrovoc/c_31945,
c_31946,Moniezia benedeni,,,http://aims.fao.org/aos/agrovoc/c_31946,
c_31947,Moniezia expansa,,,http://aims.fao.org/aos/agrovoc/c_31947,
c_31948,Bothriocephalidae,,,http://aims.fao.org/aos/agrovoc/c_31948,
c_31949,Davaineidae,,,http://aims.fao.org/aos/agrovoc/c_31949,
c_3195,jardinage,,,http://aims.fao.org/aos/agrovoc/c_3195,
c_31950,Raillietina cesticillus,,,http://aims.fao.org/aos/agrovoc/c_31950,
c_31951,Raillietina echinobothrida,,,http://aims.fao.org/aos/agrovoc/c_31951,
c_31952,Raillietina tetragona,,,http://aims.fao.org/aos/agrovoc/c_31952,
c_31953,Dilepididae,,,http://aims.fao.org/aos/agrovoc/c_31953,
c_31954,Dipylidium caninum,,,http://aims.fao.org/aos/agrovoc/c_31954,
c_31955,Diphyllobothriidae,,,http://aims.fao.org/aos/agrovoc/c_31955,
c_31956,Hymenolepididae,,,http://aims.fao.org/aos/agrovoc/c_31956,
c_31957,Hymenolepis diminuta,,,http://aims.fao.org/aos/agrovoc/c_31957,
c_31958,Hymenolepis nana,,,http://aims.fao.org/aos/agrovoc/c_31958,
c_31959,Mesocestoididae,,,http://aims.fao.org/aos/agrovoc/c_31959,
c_3196,jardin,,,http://aims.fao.org/aos/agrovoc/c_3196,
c_31960,Mesocestoides corti,,,http://aims.fao.org/aos/agrovoc/c_31960,
c_31961,Taeniidae,,,http://aims.fao.org/aos/agrovoc/c_31961,
c_31962,Echinococcus granulosus,,,http://aims.fao.org/aos/agrovoc/c_31962,
c_31963,Echinococcus multilocularis,,,http://aims.fao.org/aos/agrovoc/c_31963,
c_31964,Taenia crassiceps,,,http://aims.fao.org/aos/agrovoc/c_31964,Cysticercus longicollis
c_31965,Taenia hydatigena,,,http://aims.fao.org/aos/agrovoc/c_31965,Cysticercus tenuicollis
c_31966,Taenia multiceps,,,http://aims.fao.org/aos/agrovoc/c_31966,Multiceps multiceps|Coenurus cerebralis|Multiceps
c_31967,Taenia ovis,,,http://aims.fao.org/aos/agrovoc/c_31967,Cysticercus ovis
c_31968,Taenia pisiformis,,,http://aims.fao.org/aos/agrovoc/c_31968,Cysticercus pisiformis
c_31969,Taenia saginata,,,http://aims.fao.org/aos/agrovoc/c_31969,Cysticercus bovis
c_3197,gaz,,,http://aims.fao.org/aos/agrovoc/c_3197,
c_31970,Taenia solium,,,http://aims.fao.org/aos/agrovoc/c_31970,Cysticercus cellulosae
c_31971,Taenia taeniaeformis,,,http://aims.fao.org/aos/agrovoc/c_31971,Cysticercus fasciolaris
c_31973,Digenea,,,http://aims.fao.org/aos/agrovoc/c_31973,
c_31974,Bucephalidae,,,http://aims.fao.org/aos/agrovoc/c_31974,
c_31975,Dicrocoeliidae,,,http://aims.fao.org/aos/agrovoc/c_31975,
c_31976,Dicrocoelium dendriticum,,,http://aims.fao.org/aos/agrovoc/c_31976,Dicrocoelium lanceolatum
c_31978,Platynosomum,,,http://aims.fao.org/aos/agrovoc/c_31978,
c_31979,Diplostomidae,,,http://aims.fao.org/aos/agrovoc/c_31979,
c_3198,Gasterophilidae,,,http://aims.fao.org/aos/agrovoc/c_3198,
c_31980,Alaria,,,http://aims.fao.org/aos/agrovoc/c_31980,
c_31981,Diplostomum spathaceum,,,http://aims.fao.org/aos/agrovoc/c_31981,
c_31982,Echinostomatidae,,,http://aims.fao.org/aos/agrovoc/c_31982,
c_31983,Echinostoma revolutum,,,http://aims.fao.org/aos/agrovoc/c_31983,
c_31984,Fasciolidae,,,http://aims.fao.org/aos/agrovoc/c_31984,
c_31985,Fasciola hepatica,,,http://aims.fao.org/aos/agrovoc/c_31985,
c_31986,Fasciola gigantica,,,http://aims.fao.org/aos/agrovoc/c_31986,
c_31987,Fascioloides,,,http://aims.fao.org/aos/agrovoc/c_31987,
c_31988,Fascioloides magna,,,http://aims.fao.org/aos/agrovoc/c_31988,
c_31989,Gastrothylacidae,,,http://aims.fao.org/aos/agrovoc/c_31989,
c_3199,médicament gastro-intestinal,,,http://aims.fao.org/aos/agrovoc/c_3199,
c_31990,Heterophyidae,,,http://aims.fao.org/aos/agrovoc/c_31990,
c_31991,Nanophyetidae,,,http://aims.fao.org/aos/agrovoc/c_31991,
c_31992,Opisthorchiidae,,,http://aims.fao.org/aos/agrovoc/c_31992,
c_31993,Paragonimidae,,,http://aims.fao.org/aos/agrovoc/c_31993,
c_31994,Paragonimus kellicotti,,,http://aims.fao.org/aos/agrovoc/c_31994,
c_31995,Paragonimus westermani,,,http://aims.fao.org/aos/agrovoc/c_31995,
c_31996,Paramphistomidae,,,http://aims.fao.org/aos/agrovoc/c_31996,
c_31997,Paramphistomum cervi,,,http://aims.fao.org/aos/agrovoc/c_31997,
c_31998,Plagiorchiidae,,,http://aims.fao.org/aos/agrovoc/c_31998,
c_31999,Prosthogonimidae,,,http://aims.fao.org/aos/agrovoc/c_31999,
c_31b681e3,chênier,,,http://aims.fao.org/aos/agrovoc/c_31b681e3,
c_31c326e2,Tenuipalpus,,,http://aims.fao.org/aos/agrovoc/c_31c326e2,
c_31c7b472,carcinologie,,,http://aims.fao.org/aos/agrovoc/c_31c7b472,
c_31de140c,équations intégrales,,,http://aims.fao.org/aos/agrovoc/c_31de140c,
c_31e02b4d,eau disponible de la plante,,,http://aims.fao.org/aos/agrovoc/c_31e02b4d,
c_31e765ad,servitude,Une servitude est une contrainte limitative à l'exercice du droit de propriété.,,http://aims.fao.org/aos/agrovoc/c_31e765ad,
c_31fc5e37,protéine d'arachide,,,http://aims.fao.org/aos/agrovoc/c_31fc5e37,
c_32,Acacia,,Pour les faux acacias utiliser <6624>,http://aims.fao.org/aos/agrovoc/c_32,mimosa (des fleuristes)
c_320,Alysicarpus rugosus,,,http://aims.fao.org/aos/agrovoc/c_320,
c_3200,motricité gastro-intestinale,,,http://aims.fao.org/aos/agrovoc/c_3200,péristaltisme|motricité gastrique|motricité de l'intestin|motricité de l'estomac
c_32000,Schistosomatidae,,,http://aims.fao.org/aos/agrovoc/c_32000,
c_32001,Schistosoma bovis,,,http://aims.fao.org/aos/agrovoc/c_32001,
c_32002,Schistosoma haematobium,,,http://aims.fao.org/aos/agrovoc/c_32002,
c_32003,Schistosoma japonicum,,,http://aims.fao.org/aos/agrovoc/c_32003,
c_32004,Schistosoma mansoni,,,http://aims.fao.org/aos/agrovoc/c_32004,
c_32005,Schistosoma mattheei,,,http://aims.fao.org/aos/agrovoc/c_32005,
c_32006,Strigeidae,,,http://aims.fao.org/aos/agrovoc/c_32006,
c_32007,Monogenea,,,http://aims.fao.org/aos/agrovoc/c_32007,
c_32008,Dactylogyridae,,,http://aims.fao.org/aos/agrovoc/c_32008,
c_32009,Dactylogyrus,,,http://aims.fao.org/aos/agrovoc/c_32009,
c_3201,Gastropoda,,,http://aims.fao.org/aos/agrovoc/c_3201,gastéropode
c_32010,Gyrodactylidae,,,http://aims.fao.org/aos/agrovoc/c_32010,
c_32011,Asteroidea,,,http://aims.fao.org/aos/agrovoc/c_32011,
c_32012,Echinoidea,,,http://aims.fao.org/aos/agrovoc/c_32012,
c_32013,Tentaculata,,,http://aims.fao.org/aos/agrovoc/c_32013,
c_32015,Tarsonemus pallidus,,,http://aims.fao.org/aos/agrovoc/c_32015,Steneotarsonemus pallidus|Phytonemus pallidus
c_32018,acétate (ester),,,http://aims.fao.org/aos/agrovoc/c_32018,
c_32019,acétate (sel),,,http://aims.fao.org/aos/agrovoc/c_32019,
c_3202,Gastrothylax,,,http://aims.fao.org/aos/agrovoc/c_3202,
c_32020,sucre alcool,,,http://aims.fao.org/aos/agrovoc/c_32020,
c_32021,alcaloïde quinolique,,,http://aims.fao.org/aos/agrovoc/c_32021,
c_32022,alcaloïde xanthinique,,,http://aims.fao.org/aos/agrovoc/c_32022,
c_32023,butyrate (ester),,,http://aims.fao.org/aos/agrovoc/c_32023,
c_32024,butyrate (sel),,,http://aims.fao.org/aos/agrovoc/c_32024,
c_32025,déoxyribonucléoside,,,http://aims.fao.org/aos/agrovoc/c_32025,
c_32026,aldose,,,http://aims.fao.org/aos/agrovoc/c_32026,
c_32027,mucilage,,,http://aims.fao.org/aos/agrovoc/c_32027,
c_32028,mucopolysaccharide,,,http://aims.fao.org/aos/agrovoc/c_32028,
c_32029,polyuronide,,,http://aims.fao.org/aos/agrovoc/c_32029,
c_3203,porte de clôture,,,http://aims.fao.org/aos/agrovoc/c_3203,
c_32030,sucre acide,,,http://aims.fao.org/aos/agrovoc/c_32030,
c_32031,sucre phosphate,,,http://aims.fao.org/aos/agrovoc/c_32031,
c_32033,glucide non réducteur,,,http://aims.fao.org/aos/agrovoc/c_32033,sucre non réducteur
c_32034,sucre réducteur,,,http://aims.fao.org/aos/agrovoc/c_32034,
c_32035,propionate (ester),,,http://aims.fao.org/aos/agrovoc/c_32035,
c_32036,furane,,,http://aims.fao.org/aos/agrovoc/c_32036,
c_32037,imidazole,,,http://aims.fao.org/aos/agrovoc/c_32037,
c_3204,GATT,,Accord général sur les tarifs douaniers et le commerce; à partir de 1995 utiliser <37338>,http://aims.fao.org/aos/agrovoc/c_3204,Accord général sur les tarifs douaniers et le commerce
c_32040,monoterpénoïde,,,http://aims.fao.org/aos/agrovoc/c_32040,
c_32041,polymère,,,http://aims.fao.org/aos/agrovoc/c_32041,caoutchouc synthétique
c_32042,propionate (sel),,,http://aims.fao.org/aos/agrovoc/c_32042,
c_32043,scléroprotéine,,,http://aims.fao.org/aos/agrovoc/c_32043,
c_32044,amine biogène,,,http://aims.fao.org/aos/agrovoc/c_32044,
c_32045,guanidine,,,http://aims.fao.org/aos/agrovoc/c_32045,
c_32046,composé d'ammonium quaternaire,,,http://aims.fao.org/aos/agrovoc/c_32046,
c_32046f3a,prédiction de tsunami,,,http://aims.fao.org/aos/agrovoc/c_32046f3a,
c_32047,composé nitrosé,,,http://aims.fao.org/aos/agrovoc/c_32047,
c_32048,Acacia laeta,,,http://aims.fao.org/aos/agrovoc/c_32048,
c_32049,Agrocybe,,,http://aims.fao.org/aos/agrovoc/c_32049,
c_3205,gaur,,,http://aims.fao.org/aos/agrovoc/c_3205,
c_32050,Ailanthus,,,http://aims.fao.org/aos/agrovoc/c_32050,ailante
c_32051,Alcaligenes,,,http://aims.fao.org/aos/agrovoc/c_32051,Alkaligenes
c_32053,Alnus sinuata,,,http://aims.fao.org/aos/agrovoc/c_32053,
c_32054,Alternanthera,,,http://aims.fao.org/aos/agrovoc/c_32054,
c_32055,Alternanthera philoxeroides,,,http://aims.fao.org/aos/agrovoc/c_32055,
c_32056,Alternanthera pungens,,,http://aims.fao.org/aos/agrovoc/c_32056,
c_32057,Amélanchier,,,http://aims.fao.org/aos/agrovoc/c_32057,
c_32058,Amelanchier canadensis,,,http://aims.fao.org/aos/agrovoc/c_32058,
