code,label_es,definition_es,note,concept,all_alternative_es
c_1c7914df,Plagas cuarentenarias,"Plaga de importancia económica potencial para el área en peligro aun cuando la plaga no esté presente o, si está presente, no está ampliamente distribuida y se encuentra bajo control oficial",,http://aims.fao.org/aos/agrovoc/c_1c7914df,
c_1c79a009,Navegación de paseo,,,http://aims.fao.org/aos/agrovoc/c_1c79a009,
c_1c80e058,Crocus biflorus subsp. punctatus,,,http://aims.fao.org/aos/agrovoc/c_1c80e058,
c_1c82f3e6,Intestino anterior,,,http://aims.fao.org/aos/agrovoc/c_1c82f3e6,
c_1c83b412,Conium maculatum,,,http://aims.fao.org/aos/agrovoc/c_1c83b412,
c_1c8700c9,Estadísticas alimentarias,,,http://aims.fao.org/aos/agrovoc/c_1c8700c9,
c_1c87fa6d,Aristolochia samsunensis,,,http://aims.fao.org/aos/agrovoc/c_1c87fa6d,
c_1c9893aa,Eretmocerus mundus,,,http://aims.fao.org/aos/agrovoc/c_1c9893aa,
c_1c9a79b3,Magnetoestratigrafía,,,http://aims.fao.org/aos/agrovoc/c_1c9a79b3,
c_1cb048e2,Terrenos privados,Tierras bajo control o propiedad exclusiva de personas físicas o jurídicas no estatales o empresas.,,http://aims.fao.org/aos/agrovoc/c_1cb048e2,Tierras privadas
c_1cb3b243,Caudal de la corriente de agua,Tasa volumétrica del flujo (expresada en unidades de volumen a lo largo del tiempo) que pasa por una sección transversal determinada de un río en un momento concreto.,Término que se refiere de manera general al agua que fluye por el cauce de una corriente o un río.,http://aims.fao.org/aos/agrovoc/c_1cb3b243,
c_1cb69206,Comunidades de práctica,,,http://aims.fao.org/aos/agrovoc/c_1cb69206,
c_1cbfea78,Fuentes sísmicas,,,http://aims.fao.org/aos/agrovoc/c_1cbfea78,
c_1cc34327,Evaluación de capacidades,,,http://aims.fao.org/aos/agrovoc/c_1cc34327,
c_1cd8476e,Sideritis sipylea,,,http://aims.fao.org/aos/agrovoc/c_1cd8476e,
c_1cdf6c51,Viburnum tinus,,,http://aims.fao.org/aos/agrovoc/c_1cdf6c51,
c_1ce66974,Regulación de la expresión genética,,,http://aims.fao.org/aos/agrovoc/c_1ce66974,
c_1ceee126,Rendición de cuentas,,,http://aims.fao.org/aos/agrovoc/c_1ceee126,
c_1cf183c3,Peces basto,,"Se refiere en Europa a especies no salmónidas que poseen valor deportivo, incluidas brema, carpa, perca, lucio, pardilla, chopa y tenca. ",http://aims.fao.org/aos/agrovoc/c_1cf183c3,
c_1cf2bc50,Verbascum lobatum,,,http://aims.fao.org/aos/agrovoc/c_1cf2bc50,
c_1cf6191e,Achillea biserrata,,,http://aims.fao.org/aos/agrovoc/c_1cf6191e,
c_1cf8cf0c,Análisis filogenético,,,http://aims.fao.org/aos/agrovoc/c_1cf8cf0c,
c_1d043b89,Cadenas de valor agrícolas,,,http://aims.fao.org/aos/agrovoc/c_1d043b89,
c_1d1408d4,Alternaria scorzonerae,,,http://aims.fao.org/aos/agrovoc/c_1d1408d4,
c_1d1a785e,Polygonum equisetiforme,,,http://aims.fao.org/aos/agrovoc/c_1d1a785e,
c_1d213b49,Pectobacterium carotovorum subsp. carotovorum,,,http://aims.fao.org/aos/agrovoc/c_1d213b49,
c_1d2acc30,Veda de áreas,,,http://aims.fao.org/aos/agrovoc/c_1d2acc30,
c_1d3294ec,Jornada de pesca,,,http://aims.fao.org/aos/agrovoc/c_1d3294ec,
c_1d3a5d1e,Microscopía fluorescente,,,http://aims.fao.org/aos/agrovoc/c_1d3a5d1e,
c_1d3efa28,Estructuras fungosas,,,http://aims.fao.org/aos/agrovoc/c_1d3efa28,
c_1d441805,Programa de crianza,,,http://aims.fao.org/aos/agrovoc/c_1d441805,Programa de mejoramiento genético|Programa de mejoramiento
c_1d4ba39d,translocación recíproca,,,http://aims.fao.org/aos/agrovoc/c_1d4ba39d,
c_1d4ea7db,Propiedad informal,,,http://aims.fao.org/aos/agrovoc/c_1d4ea7db,
c_1d53d11f,Altura de las nubes,,,http://aims.fao.org/aos/agrovoc/c_1d53d11f,
c_1d597c95,Pea early-browning virus,,,http://aims.fao.org/aos/agrovoc/c_1d597c95,
c_1d694512,Conservación del ecosistema,,,http://aims.fao.org/aos/agrovoc/c_1d694512,
c_1d791cf0,Análisis de alimentos,,,http://aims.fao.org/aos/agrovoc/c_1d791cf0,
c_1d8ecf88,Muscari macrocarpum,,,http://aims.fao.org/aos/agrovoc/c_1d8ecf88,
c_1d93d7d6,Erosión por arroyos,,,http://aims.fao.org/aos/agrovoc/c_1d93d7d6,
c_1db0a63b,Polygonum praelongum,,,http://aims.fao.org/aos/agrovoc/c_1db0a63b,
c_1db16df5,Indicadores de presión,,,http://aims.fao.org/aos/agrovoc/c_1db16df5,
c_1dc4cae0,Demanda de agua,,,http://aims.fao.org/aos/agrovoc/c_1dc4cae0,
c_1dd1204a,Escabeche,,,http://aims.fao.org/aos/agrovoc/c_1dd1204a,
c_1dda7e50,Aristolochia adalica,,,http://aims.fao.org/aos/agrovoc/c_1dda7e50,
c_1de0dd72,Recuentos merísticos,,,http://aims.fao.org/aos/agrovoc/c_1de0dd72,
c_1de95c58,Cimbex,,,http://aims.fao.org/aos/agrovoc/c_1de95c58,
c_1dea8c14,Thrips nigropilosus,,,http://aims.fao.org/aos/agrovoc/c_1dea8c14,
c_1dee9fbf,Giros,,,http://aims.fao.org/aos/agrovoc/c_1dee9fbf,
c_1dfe5bfe,Equidad de género en el acceso a la tierra,,,http://aims.fao.org/aos/agrovoc/c_1dfe5bfe,
c_1e003dee,Nudos (defecto),,,http://aims.fao.org/aos/agrovoc/c_1e003dee,
c_1e06fcd8,Cloproxydim,,,http://aims.fao.org/aos/agrovoc/c_1e06fcd8,
c_1e079b2d,Adansonia suarezensis,,,http://aims.fao.org/aos/agrovoc/c_1e079b2d,
c_1e0b4a72,Pistacia khinjuk,,,http://aims.fao.org/aos/agrovoc/c_1e0b4a72,
c_1e11dbcd,Aphytis lingnanensis,,,http://aims.fao.org/aos/agrovoc/c_1e11dbcd,
c_1e216a03,Sicana,,,http://aims.fao.org/aos/agrovoc/c_1e216a03,
c_1e2f007a,Química de sedimentos,,,http://aims.fao.org/aos/agrovoc/c_1e2f007a,
c_1e3c2320,Triticum compactum,,,http://aims.fao.org/aos/agrovoc/c_1e3c2320,
c_1e4921ee,Bidens cernua,,,http://aims.fao.org/aos/agrovoc/c_1e4921ee,
c_1e4d9bd6,Allium hymenorrhizum,,,http://aims.fao.org/aos/agrovoc/c_1e4d9bd6,
c_1e56d0a8,Natación,,,http://aims.fao.org/aos/agrovoc/c_1e56d0a8,
c_1e66facd,eficiencia en el uso de los nutrientes,,,http://aims.fao.org/aos/agrovoc/c_1e66facd,
c_1e6981f5,Disfagia,,,http://aims.fao.org/aos/agrovoc/c_1e6981f5,
c_1e758d0a,Hardaliye,,,http://aims.fao.org/aos/agrovoc/c_1e758d0a,
c_1e7ac6d1,Aristolochia auricularia,,,http://aims.fao.org/aos/agrovoc/c_1e7ac6d1,
c_1e7de7f4,Chromatomyia syngenesiae,,,http://aims.fao.org/aos/agrovoc/c_1e7de7f4,
c_1e8ae0b2,Salvia kurdica,,,http://aims.fao.org/aos/agrovoc/c_1e8ae0b2,
c_1e9b1d90,Zabrus incrassatus,,,http://aims.fao.org/aos/agrovoc/c_1e9b1d90,
c_1ea68af8,Parthenolecanium corni,,,http://aims.fao.org/aos/agrovoc/c_1ea68af8,
c_1eb6980c,Bienes colectivos,"Bien o servicio que la iniciativa privada decide no ofrecer por no poderlo producir rentablemente y que, al ser beneficioso para la sociedad en su conjunto, es provisto por el Estado.",,http://aims.fao.org/aos/agrovoc/c_1eb6980c,
c_1ec9d4a6,Alimentación de aves de Guinea,,,http://aims.fao.org/aos/agrovoc/c_1ec9d4a6,
c_1ed92ff6,Carga,,,http://aims.fao.org/aos/agrovoc/c_1ed92ff6,
c_1edba98e,Buques faro,,,http://aims.fao.org/aos/agrovoc/c_1edba98e,
c_1ede9d2c,Vicia hybrida,,,http://aims.fao.org/aos/agrovoc/c_1ede9d2c,
c_1ee526ae,Thymus transcaucasicus,,,http://aims.fao.org/aos/agrovoc/c_1ee526ae,
c_1f008da4,Pimpinella anisetum,,,http://aims.fao.org/aos/agrovoc/c_1f008da4,
c_1f02f573,Crustáceos de agua salobre,,,http://aims.fao.org/aos/agrovoc/c_1f02f573,
c_1f065f25,Enfermedad causada por el virus Hendra,,,http://aims.fao.org/aos/agrovoc/c_1f065f25,
c_1f1f2606,Sinapsis,,,http://aims.fao.org/aos/agrovoc/c_1f1f2606,
c_1f20a882,Allium purpureoviride,,,http://aims.fao.org/aos/agrovoc/c_1f20a882,
c_1f300ded,Crocus gargaricus subsp. gargaricus,,,http://aims.fao.org/aos/agrovoc/c_1f300ded,
c_1f346832,Allium scorodoprasum subsp. waldsteinii,,,http://aims.fao.org/aos/agrovoc/c_1f346832,
c_1f3de7b8,Iris (ojos),,,http://aims.fao.org/aos/agrovoc/c_1f3de7b8,
c_1f4c7f64,Auditoría ambiental,,,http://aims.fao.org/aos/agrovoc/c_1f4c7f64,
c_1f4cd5ac,Análisis de haplotipos,,,http://aims.fao.org/aos/agrovoc/c_1f4cd5ac,
c_1f534bc4,Leontice,,,http://aims.fao.org/aos/agrovoc/c_1f534bc4,
c_1f555a29,Diatomeas fósiles,,,http://aims.fao.org/aos/agrovoc/c_1f555a29,
c_1f5ac89e,Apium nodiflorum,,,http://aims.fao.org/aos/agrovoc/c_1f5ac89e,
c_1f686c94,Migración gradual,,,http://aims.fao.org/aos/agrovoc/c_1f686c94,
c_1f702882,Dorper,,,http://aims.fao.org/aos/agrovoc/c_1f702882,
c_1f849284,Allium nemrutdaghense,,,http://aims.fao.org/aos/agrovoc/c_1f849284,
c_1f87b974,Pétalos,,,http://aims.fao.org/aos/agrovoc/c_1f87b974,
c_1f88bf61,Hidrocarburos acíclicos,,,http://aims.fao.org/aos/agrovoc/c_1f88bf61,
c_1f8e62e7,hydrofoil,,,http://aims.fao.org/aos/agrovoc/c_1f8e62e7,
c_1f95f4f1,Allium rhetoreanum,,,http://aims.fao.org/aos/agrovoc/c_1f95f4f1,
c_1f9876aa,Thymus leucostomus,,,http://aims.fao.org/aos/agrovoc/c_1f9876aa,
c_1f9c4c7d,Mitigación de la pobreza,,,http://aims.fao.org/aos/agrovoc/c_1f9c4c7d,
c_1fa8107d,Suspoemulsión,,,http://aims.fao.org/aos/agrovoc/c_1fa8107d,
c_1fb2cb94,Termoclina estacional,,,http://aims.fao.org/aos/agrovoc/c_1fb2cb94,
c_1fc3e372,Polygonum leblebicii,,,http://aims.fao.org/aos/agrovoc/c_1fc3e372,
c_1fc62594,Entropía,,,http://aims.fao.org/aos/agrovoc/c_1fc62594,
c_1fcb02d8,Erysiphe clandestina,,,http://aims.fao.org/aos/agrovoc/c_1fcb02d8,
c_1fd01672,Restauración medioambiental,,,http://aims.fao.org/aos/agrovoc/c_1fd01672,
c_1fd4346c,Difracción de luz,,,http://aims.fao.org/aos/agrovoc/c_1fd4346c,
c_1fd7eb6b,Semillas de cilantro,,,http://aims.fao.org/aos/agrovoc/c_1fd7eb6b,
c_1fdd776e,Cargadores frontales,,,http://aims.fao.org/aos/agrovoc/c_1fdd776e,
c_1fde0617,Acanthus dioscoridis var. laciniatus,,,http://aims.fao.org/aos/agrovoc/c_1fde0617,
c_1fde981b,Ondas sísmicas,,,http://aims.fao.org/aos/agrovoc/c_1fde981b,
c_1ff10561,Derrames de sustancias químicas,,,http://aims.fao.org/aos/agrovoc/c_1ff10561,
c_1ff2b2fb,Medicago constricta,,,http://aims.fao.org/aos/agrovoc/c_1ff2b2fb,
c_20,Comportamiento anormal,,,http://aims.fao.org/aos/agrovoc/c_20,Delincuencia
c_200,Enmiendas calizas,,,http://aims.fao.org/aos/agrovoc/c_200,Enmiendas calciomagnésicas
c_2000,Cucumaria,,Ceiuapa grupo b-75,http://aims.fao.org/aos/agrovoc/c_2000,
c_2001,Cucumis,,,http://aims.fao.org/aos/agrovoc/c_2001,
c_2002,Cucumis anguria,,,http://aims.fao.org/aos/agrovoc/c_2002,Pepino cimarrón|Pepino cohombro|Pepino de sabana|Pepino del llano|Pepino del monte|Sandía del diablo|Cohombro espinoso|Mashishe|Meloncillo
c_2003,Cucumis melo,,,http://aims.fao.org/aos/agrovoc/c_2003,Meloncito de olor
c_2004,Cucumis sativus,,,http://aims.fao.org/aos/agrovoc/c_2004,Cohombro
c_2005,Frutas cucurbitaceas,,,http://aims.fao.org/aos/agrovoc/c_2005,
c_2006,Hortalizas cucurbitaceas,,,http://aims.fao.org/aos/agrovoc/c_2006,
c_2007,Cucurbita,,,http://aims.fao.org/aos/agrovoc/c_2007,
c_2008,Cucurbita foetidissima,,,http://aims.fao.org/aos/agrovoc/c_2008,Calabaza amarga|Calabaza búfalo
c_2009,Cucurbita maxima,,,http://aims.fao.org/aos/agrovoc/c_2009,Uyama|Ayuama|Calabaza tamalayota|Churi
c_201,Política agrícola,,,http://aims.fao.org/aos/agrovoc/c_201,
c_2010,Cucurbita mixta,,,http://aims.fao.org/aos/agrovoc/c_2010,
c_2011,Cucurbita moschata,,,http://aims.fao.org/aos/agrovoc/c_2011,Calabaza de castilla
c_2012,Cucurbita pepo,,,http://aims.fao.org/aos/agrovoc/c_2012,
c_2013,Cucurbitaceae,,,http://aims.fao.org/aos/agrovoc/c_2013,Cucurbitazas
c_2013d4e5,Sistemas de flujo abierto,"Sistema de cultivo en el cual el agua suministrada es usada una sola vez y luego evacuada, con o sin tratamiento primario (dependiendo de la densidad de siembra y de la producción de desechos).",,http://aims.fao.org/aos/agrovoc/c_2013d4e5,
c_2014,Cucurbitales,,,http://aims.fao.org/aos/agrovoc/c_2014,
c_201484fd,Tecnología de materiales,,,http://aims.fao.org/aos/agrovoc/c_201484fd,
c_2015,Culex,,,http://aims.fao.org/aos/agrovoc/c_2015,
c_2016,Culicidae,,,http://aims.fao.org/aos/agrovoc/c_2016,Mosquitos|Culicidos
c_2017ebe9,Altímetros laser,,,http://aims.fao.org/aos/agrovoc/c_2017ebe9,
c_2018,Cultivo,,,http://aims.fao.org/aos/agrovoc/c_2018,Fitotecnia
c_2019,Cultivadores,,,http://aims.fao.org/aos/agrovoc/c_2019,Discos|Rotovatores|Extirpadoras|Gradas canadienses
c_202,Estructura agrícola,,,http://aims.fao.org/aos/agrovoc/c_202,
c_2020,Control cultural,,Control de enfermedades o plagas usando técnicas de cultivo o métodos modificados de cultivo,http://aims.fao.org/aos/agrovoc/c_2020,Lucha por procedimientos de cultivo
c_2021,Desarrollo cultural,,,http://aims.fao.org/aos/agrovoc/c_2021,Civilización
c_2022,Tipos de suelos cultivables,,,http://aims.fao.org/aos/agrovoc/c_2022,
c_20221fcf,Nymphaea alba,,,http://aims.fao.org/aos/agrovoc/c_20221fcf,
c_2023,Leche fermentada,,,http://aims.fao.org/aos/agrovoc/c_2023,Bebidas lácticas|Leche agria
c_2024,Cuminum cyminum,,,http://aims.fao.org/aos/agrovoc/c_2024,Falso anís
c_2025,Cupressaceae,,,http://aims.fao.org/aos/agrovoc/c_2025,Cupresáceas
c_2026,Cupressus,,,http://aims.fao.org/aos/agrovoc/c_2026,Cedro blanco (cupressus)|Cedro de busazo|Ciprés lambertiana|Ciprés
c_2027,Curaçao,,,http://aims.fao.org/aos/agrovoc/c_2027,Curazao
c_2028,Curculio,,,http://aims.fao.org/aos/agrovoc/c_2028,Balaninus
c_2028e4a2,Lamium galactophyllum,,,http://aims.fao.org/aos/agrovoc/c_2028e4a2,
c_2029,Curcuma (género),,,http://aims.fao.org/aos/agrovoc/c_2029,
c_203,Agricultura,,Use únicamente cuando no se disponga de un descriptor más específico,http://aims.fao.org/aos/agrovoc/c_203,
c_2030,Curcuma amada,,,http://aims.fao.org/aos/agrovoc/c_2030,
c_2030dfa6,Farinógrafos,,,http://aims.fao.org/aos/agrovoc/c_2030dfa6,
c_2031,Curcuma angustifolia,,,http://aims.fao.org/aos/agrovoc/c_2031,Arrurruz de las indias occidentales
c_2032,Curcuma aromatica,,,http://aims.fao.org/aos/agrovoc/c_2032,Cúrcuma silvestre
c_2033,Curcuma caesia,,,http://aims.fao.org/aos/agrovoc/c_2033,
c_2034,Curcuma longa,,,http://aims.fao.org/aos/agrovoc/c_2034,Cúrcuma doméstica|Yuquilla (curcuma)|Azafrán de las indias|Batatilla|Camotillo (planta)|Jenjibrillo
c_2035,Curcuma mangga,,,http://aims.fao.org/aos/agrovoc/c_2035,
c_2036,Curcuma xanthorrhiza,,,http://aims.fao.org/aos/agrovoc/c_2036,
c_20368595,Detección de quórum,,,http://aims.fao.org/aos/agrovoc/c_20368595,
c_2037,Curcuma zedoaria,,,http://aims.fao.org/aos/agrovoc/c_2037,Cedoaria
c_203707f0,Queso Cheddar,,,http://aims.fao.org/aos/agrovoc/c_203707f0,
c_2038,Carne salada,,,http://aims.fao.org/aos/agrovoc/c_2038,
c_203913f1,Desembarque,,,http://aims.fao.org/aos/agrovoc/c_203913f1,
c_204,Agriotes,,,http://aims.fao.org/aos/agrovoc/c_204,
c_2040,Curvularia,,,http://aims.fao.org/aos/agrovoc/c_2040,
c_2041,Cuscuta,,,http://aims.fao.org/aos/agrovoc/c_2041,Rejillo|Hilo de oro|Matalimón
c_20411,Alternariosis,,,http://aims.fao.org/aos/agrovoc/c_20411,
c_2042f69b,Remoción,,,http://aims.fao.org/aos/agrovoc/c_2042f69b,
c_2043,Producción de flores cortadas,,,http://aims.fao.org/aos/agrovoc/c_2043,
c_20442,Amazonas (Venezuela),,,http://aims.fao.org/aos/agrovoc/c_20442,Territorio Amazonas
c_2045,Pez sable,,Ceiuapa grupo b-37,http://aims.fao.org/aos/agrovoc/c_2045,Pez cinto|Sable (pez)|Machete-sable (pez)
c_2045973f,Veronica polita,,,http://aims.fao.org/aos/agrovoc/c_2045973f,
c_2046,Corte,,"Use para el corte de pan, carne, etc.",http://aims.fao.org/aos/agrovoc/c_2046,Productos de la corta|Rebanado
c_2047,Herramientas para cortar,,,http://aims.fao.org/aos/agrovoc/c_2047,
c_2048,Esquejes,,,http://aims.fao.org/aos/agrovoc/c_2048,Estacas
c_2049,Sepia (molusco),,,http://aims.fao.org/aos/agrovoc/c_2049,
c_204b6786,Fusarium oxysporum f. sp. cucumerinum,,,http://aims.fao.org/aos/agrovoc/c_204b6786,
c_204d573a,Chlorophyllum,,,http://aims.fao.org/aos/agrovoc/c_204d573a,
c_205,AGRIS,,Sistema internacional de información sobre ciencias y tecnología agrícolas,http://aims.fao.org/aos/agrovoc/c_205,Sistema internacional de información sobre ciencias y tecnología agrícolas
c_2050,Cyamopsis,,,http://aims.fao.org/aos/agrovoc/c_2050,
c_2051,Cyamopsis tetragonoloba,,,http://aims.fao.org/aos/agrovoc/c_2051,Cyamopsis psoralioides|Guar (planta)
c_2051bc5e,Persicaria hydropiper,,,http://aims.fao.org/aos/agrovoc/c_2051bc5e,
c_2052,Cianamidas,,,http://aims.fao.org/aos/agrovoc/c_2052,
c_2053,Cianuros,,,http://aims.fao.org/aos/agrovoc/c_2053,
c_2054,Cycadales,,,http://aims.fao.org/aos/agrovoc/c_2054,Cicadaceas
c_2055,Cyclanthaceae,,,http://aims.fao.org/aos/agrovoc/c_2055,Synanthae|Ciclantaceas
c_2057,Ciclones,,,http://aims.fao.org/aos/agrovoc/c_2057,
c_2058,Ciclofosfamida,,,http://aims.fao.org/aos/agrovoc/c_2058,
c_2059,Cyclopterus,,,http://aims.fao.org/aos/agrovoc/c_2059,
c_205ca82a,Medicina complementaria,,,http://aims.fao.org/aos/agrovoc/c_205ca82a,
c_206,Agrobacterium,,,http://aims.fao.org/aos/agrovoc/c_206,
c_2060,Cyclostomos,,,http://aims.fao.org/aos/agrovoc/c_2060,Cyclostomata
c_2061,Cydia,,,http://aims.fao.org/aos/agrovoc/c_2061,Carpocapsa|Laspeyresia
c_20615,Ciflutrina,,,http://aims.fao.org/aos/agrovoc/c_20615,
c_2062,Cydonia oblonga,,,http://aims.fao.org/aos/agrovoc/c_2062,Cydonia vulgaris|Pyrus cydonia
c_2063,Cymbopogon,,,http://aims.fao.org/aos/agrovoc/c_2063,Zacate citrón|Te de limón|Caña de limón|Caña limonaría|Limoncillo (cymbopogon)|Malojillo (cymbopogon)|Palmarosa|Pasto de camello|Pasto citrón|Yerba de limón|Citronela
c_2064,Cynara,,,http://aims.fao.org/aos/agrovoc/c_2064,
c_2065,Cynara cardunculus,,,http://aims.fao.org/aos/agrovoc/c_2065,Alcaucil silvestre|Cardo de arrecife|Cardo de castilla|Cardon
c_2066,Cynara scolymus,,,http://aims.fao.org/aos/agrovoc/c_2066,Alcaucil|Alconoil|Cachofa
c_2067,Cynodon,,,http://aims.fao.org/aos/agrovoc/c_2067,
c_2068,Cynodon aethiopicus,,,http://aims.fao.org/aos/agrovoc/c_2068,Pasto estrella gigante
c_20686,Rotavirus bovino,,,http://aims.fao.org/aos/agrovoc/c_20686,
c_2069,Cynodon dactylon,,,http://aims.fao.org/aos/agrovoc/c_2069,Cynodon polevansii|Zacate estrella|Placera|Zacate agrarista|Zacate agujilla|Zacate alicia|Esquí|Brena|Ferrer|Grama (cynodon)|Grama blanca|Grama colorada|Grama de san pablo|Grama del tiempo|Gramilla (cynodon)|Gramilla brava|Gramilla colorada|Gramilla forestal|Gramilla italiana|Gramillón|Gramón (cynodon)|Gramon (cynodon)|Hierba bermuda|Hierba de la virgen|Pasto alicia|Pasto argentina|Pasto estrella africana|Hierba fina (cynodon)|Pasto bermuda|Pasto estrella
c_207,Agroforesteria,Sistema de uso de tierras que supone la utilización de species leñosas perennes junto con cultivos agrícolas o ganadería en un espacio y período determinados.,"Producción simultanea, temporal o permanente, de árboles forestales con cultivo o ganado en un mismo sitio",http://aims.fao.org/aos/agrovoc/c_207,Sistemas agrosilvícolas
c_2070,Cynoscion,,,http://aims.fao.org/aos/agrovoc/c_2070,
c_2071,Cynosurus,,,http://aims.fao.org/aos/agrovoc/c_2071,
c_20712c90,Resiliencia de los ecosistemas,,,http://aims.fao.org/aos/agrovoc/c_20712c90,
c_2072,Cyperaceae,,,http://aims.fao.org/aos/agrovoc/c_2072,
c_2073,Cyperus,,,http://aims.fao.org/aos/agrovoc/c_2073,
c_2074,Cyperus esculentus,,,http://aims.fao.org/aos/agrovoc/c_2074,Juncéa avellanada|Cotufa|Chufa
c_2075,Cyperus papyrus,,,http://aims.fao.org/aos/agrovoc/c_2075,Papiro
c_2076,Cyphomandra,,,http://aims.fao.org/aos/agrovoc/c_2076,
c_20762,Barbo,,,http://aims.fao.org/aos/agrovoc/c_20762,
c_2077,Cyphomandra betacea,,,http://aims.fao.org/aos/agrovoc/c_2077,Tomate de la paz|Pepino de árbol|Tomate francés|Tomate de árbol
c_2078,Cyprinoidei,,,http://aims.fao.org/aos/agrovoc/c_2078,
c_2079,Cyprinus,,,http://aims.fao.org/aos/agrovoc/c_2079,
c_208,Sector agroindustrial,,,http://aims.fao.org/aos/agrovoc/c_208,Relaciones agroindustriales|Industria agro-alimentaria|Sector alimentario
c_2080,Chipre,,,http://aims.fao.org/aos/agrovoc/c_2080,República de Chipre
c_2081,Cypselurus,,,http://aims.fao.org/aos/agrovoc/c_2081,
c_2082,Cyrtosperma,,,http://aims.fao.org/aos/agrovoc/c_2082,
c_2083,Cyrtosperma merkusii,,,http://aims.fao.org/aos/agrovoc/c_2083,Cyrtosperma chamissonis|Cyrtosperma edule
c_2084,Cisteína,,,http://aims.fao.org/aos/agrovoc/c_2084,
c_2085,Cisticercosis,,,http://aims.fao.org/aos/agrovoc/c_2085,
c_2086,Cistina,,,http://aims.fao.org/aos/agrovoc/c_2086,
c_2087,Cystocaulus,,,http://aims.fao.org/aos/agrovoc/c_2087,
c_2088,Citidina,,,http://aims.fao.org/aos/agrovoc/c_2088,
c_2089,Citogenetica,,,http://aims.fao.org/aos/agrovoc/c_2089,
c_208f1a72,Muscari discolor,,,http://aims.fao.org/aos/agrovoc/c_208f1a72,
c_209,Agromyza,,,http://aims.fao.org/aos/agrovoc/c_209,
c_2090,Citoquininas,,,http://aims.fao.org/aos/agrovoc/c_2090,Fitoquininas
c_2091,Citología,,,http://aims.fao.org/aos/agrovoc/c_2091,
c_2092,Cytophagales,,,http://aims.fao.org/aos/agrovoc/c_2092,
c_2093,Citoplasma,,,http://aims.fao.org/aos/agrovoc/c_2093,
c_2094,Herencia citoplasmica,,,http://aims.fao.org/aos/agrovoc/c_2094,Herencia extranuclear|Herencia no mendeliana
c_2095,Organulos citoplasmicos,,,http://aims.fao.org/aos/agrovoc/c_2095,Organitos citoplásmicos
c_2096,Citosina,,,http://aims.fao.org/aos/agrovoc/c_2096,
c_2097,Citotaxonomia,,,http://aims.fao.org/aos/agrovoc/c_2097,
c_2098,RFCS,,Use para los documentos publicados antes de 31.12.1992; después use <33095> o <33096>,http://aims.fao.org/aos/agrovoc/c_2098,República Socialista Checoslovaca|Checoslovaquia|República Fed Checa y Slovaca
c_2099,Limanda,,Ceiuapa grupo b-31,http://aims.fao.org/aos/agrovoc/c_2099,Lima (pez)|Barbada|Limanda nordica|Limanda japonesa
c_20a0a618,Estadísticas de nutrición,,,http://aims.fao.org/aos/agrovoc/c_20a0a618,
c_20a2bbbc,Erodium hakkiaricum,,,http://aims.fao.org/aos/agrovoc/c_20a2bbbc,
c_20aa6dc4,Pesca con lanza,,,http://aims.fao.org/aos/agrovoc/c_20aa6dc4,Pesca con arpón
c_20abd05b,Golovinomyces sordidus,,,http://aims.fao.org/aos/agrovoc/c_20abd05b,
c_20acd5a2,Hoja bandera,,,http://aims.fao.org/aos/agrovoc/c_20acd5a2,Hoja apical
c_20aed847,Pimpinella saxifraga,,,http://aims.fao.org/aos/agrovoc/c_20aed847,
c_20b7f80f,Osteología,,,http://aims.fao.org/aos/agrovoc/c_20b7f80f,
c_20bddab3,Ganglioneuritis viral del abulón,,,http://aims.fao.org/aos/agrovoc/c_20bddab3,
c_20c81b80,Salvamento,,,http://aims.fao.org/aos/agrovoc/c_20c81b80,
c_20cc98a5,Enfermedad de la cabeza amarilla,,,http://aims.fao.org/aos/agrovoc/c_20cc98a5,
c_20d0d0fb,Precámbrico,,,http://aims.fao.org/aos/agrovoc/c_20d0d0fb,
c_20dc07c8,Sanciones sociales,,,http://aims.fao.org/aos/agrovoc/c_20dc07c8,
c_20dfe264,Allium anatolicum,,,http://aims.fao.org/aos/agrovoc/c_20dfe264,
c_20e0e51c,Podosphaera ferruginea,,,http://aims.fao.org/aos/agrovoc/c_20e0e51c,
c_20ea123a,Desarrollo bajo en emisiones,,,http://aims.fao.org/aos/agrovoc/c_20ea123a,
c_21,Abomaso,,,http://aims.fao.org/aos/agrovoc/c_21,Cuajar
c_210,Características agronómicas,,,http://aims.fao.org/aos/agrovoc/c_210,Rasgos agronómicos|Características del cultivo
c_2100,Dactylis,,,http://aims.fao.org/aos/agrovoc/c_2100,
c_2101,Dactylis glomerata,,,http://aims.fao.org/aos/agrovoc/c_2101,Gramínea de huerto|Yopillo|Alpistillo (dáctilos)|Dáctilo aglomerado|Dáctilo apelotonado|Dáctilo ramoso|Dorchoro|Grama en jopillos|Ovillo|Pasto azul (dactylis)|Pasto azul orchoro|Pasto ovillo|Pasto de huerto|Pata de gallo (pasto)|Pasto orchoro
c_2101013f,Harina de babasú,,,http://aims.fao.org/aos/agrovoc/c_2101013f,
c_2102,Dactyloctenium,,,http://aims.fao.org/aos/agrovoc/c_2102,Yerba egipcia|Grama egipcia|Pasto egipcio
c_2103,Dactylopteriformes,,,http://aims.fao.org/aos/agrovoc/c_2103,
c_2104,Dactylopterus,,,http://aims.fao.org/aos/agrovoc/c_2104,
c_2105,Dacus,,,http://aims.fao.org/aos/agrovoc/c_2105,
