"code","label_ru","note","concept","all_alternative_ru","all_hidden_ru","definition_en"
"c_13008","оксиклозанид","","http://aims.fao.org/aos/agrovoc/c_13008","","",""
"c_1301","углерод","","http://aims.fao.org/aos/agrovoc/c_1301","C","",""
"c_13010","Oxymonadida","","http://aims.fao.org/aos/agrovoc/c_13010","","",""
"c_13011","окситетрациклин","","http://aims.fao.org/aos/agrovoc/c_13011","террамицин","",""
"c_1302","диоксид углерода","","http://aims.fao.org/aos/agrovoc/c_1302","углекислый газ|co2","",""
"c_13029","Padus","","http://aims.fao.org/aos/agrovoc/c_13029","","",""
"c_1303","монооксид углерода","","http://aims.fao.org/aos/agrovoc/c_1303","","",""
"c_13030","краски","","http://aims.fao.org/aos/agrovoc/c_13030","","",""
"c_13032","вкусовые качества","","http://aims.fao.org/aos/agrovoc/c_13032","","",""
"c_130342d1","Heptaptera anisoptera","","http://aims.fao.org/aos/agrovoc/c_130342d1","","",""
"c_13035","палеонтологи","","http://aims.fao.org/aos/agrovoc/c_13035","","",""
"c_1304","четыреххлористый углерод","","http://aims.fao.org/aos/agrovoc/c_1304","","",""
"c_1305","карбонатдегидратаза","","http://aims.fao.org/aos/agrovoc/c_1305","карбоангидраза","",""
"c_1306","карбонаты","","http://aims.fao.org/aos/agrovoc/c_1306","","",""
"c_1307","газирование","","http://aims.fao.org/aos/agrovoc/c_1307","","",""
"c_13072","панкреатический сок","","http://aims.fao.org/aos/agrovoc/c_13072","","",""
"c_13073","панкреатит","","http://aims.fao.org/aos/agrovoc/c_13073","","",""
"c_1307955710901","нанотехнология","","http://aims.fao.org/aos/agrovoc/c_1307955710901","","",""
"c_13087","папайя (плоды)","","http://aims.fao.org/aos/agrovoc/c_13087","дынное дерево (плоды)","",""
"c_13089","хроматография на бумаге","","http://aims.fao.org/aos/agrovoc/c_13089","","",""
"c_1309","карбоксиметилцеллюлоза","","http://aims.fao.org/aos/agrovoc/c_1309","кмц (карбоксиметилцеллюлоза)","",""
"c_13090","бумажный войлок","","http://aims.fao.org/aos/agrovoc/c_13090","","",""
"c_13096","паприка (пряности)","","http://aims.fao.org/aos/agrovoc/c_13096","","",""
"c_130e1327","Rhyzobius lophanthae","","http://aims.fao.org/aos/agrovoc/c_130e1327","","",""
"c_130e5267","кайнозойская эра","","http://aims.fao.org/aos/agrovoc/c_130e5267","","",""
"c_130eca9b","микропиноцитоз","","http://aims.fao.org/aos/agrovoc/c_130eca9b","","",""
"c_131","подростковый возраст (животные)","","http://aims.fao.org/aos/agrovoc/c_131","","",""
"c_1310","туши","","http://aims.fao.org/aos/agrovoc/c_1310","тушки","",""
"c_13102","полугосударственные организации","","http://aims.fao.org/aos/agrovoc/c_13102","","",""
"c_13105","вирус парагриппа","","http://aims.fao.org/aos/agrovoc/c_13105","","",""
"c_13106","паралич","","http://aims.fao.org/aos/agrovoc/c_13106","гемиплегия|параплегия","",""
"c_1310718737317","продовольственный суверенитет","","http://aims.fao.org/aos/agrovoc/c_1310718737317","","",""
"c_13109","околоносовые синусы","","http://aims.fao.org/aos/agrovoc/c_13109","","",""
"c_1311","Carcharhinus","","http://aims.fao.org/aos/agrovoc/c_1311","","",""
"c_13112","паразитологи","","http://aims.fao.org/aos/agrovoc/c_13112","","",""
"c_13113","парасимпатическая система","","http://aims.fao.org/aos/agrovoc/c_13113","","",""
"c_13115","болезни паращитовидной железы","","http://aims.fao.org/aos/agrovoc/c_13115","","",""
"c_1312","Carcharodon","","http://aims.fao.org/aos/agrovoc/c_1312","","",""
"c_13120","петрушка (пряности)","","http://aims.fao.org/aos/agrovoc/c_13120","","",""
"c_131211a4","породы уток","","http://aims.fao.org/aos/agrovoc/c_131211a4","","",""
"c_13122","пастернак (овощи)","","http://aims.fao.org/aos/agrovoc/c_13122","","",""
"c_13124","куропатки","","http://aims.fao.org/aos/agrovoc/c_13124","","",""
"c_1312459073954","доступ к рынку","","http://aims.fao.org/aos/agrovoc/c_1312459073954","доступ к рынкам","",""
"c_13127","пассифлора съедобная (плоды)","","http://aims.fao.org/aos/agrovoc/c_13127","","",""
"c_1312791058052","Южный Судан","","http://aims.fao.org/aos/agrovoc/c_1312791058052","Республика Южный Судан","",""
"c_1312967232551","виртуальная вода","","http://aims.fao.org/aos/agrovoc/c_1312967232551","","",""
"c_1313","канцерогены","","http://aims.fao.org/aos/agrovoc/c_1313","онкогенные вещества|генотоксические вещества","",""
"c_13132","пастеризованное молоко","","http://aims.fao.org/aos/agrovoc/c_13132","","",""
"c_13135","коленная чашка","","http://aims.fao.org/aos/agrovoc/c_13135","","",""
"c_13136","установление отцовства","","http://aims.fao.org/aos/agrovoc/c_13136","","",""
"c_13138","Paulownia","","http://aims.fao.org/aos/agrovoc/c_13138","","",""
"c_13139","Pavo","","http://aims.fao.org/aos/agrovoc/c_13139","","",""
"c_1314","карцинома","","http://aims.fao.org/aos/agrovoc/c_1314","","",""
"c_1315","Carcinus","","http://aims.fao.org/aos/agrovoc/c_1315","травяные крабы","",""
"c_1316","сердечно-сосудистые средства","","http://aims.fao.org/aos/agrovoc/c_1316","","",""
"c_1317","сердечно-сосудистая система","","http://aims.fao.org/aos/agrovoc/c_1317","система кровообращения|сосудистая система животных","",""
"c_13177","горох (овощи)","","http://aims.fao.org/aos/agrovoc/c_13177","кормовой горох|овощной горох","",""
"c_13178","oрехи пекан","","http://aims.fao.org/aos/agrovoc/c_13178","пекан (орехи)","",""
"c_13179","пектазы","","http://aims.fao.org/aos/agrovoc/c_13179","","",""
"c_1318","Cardium","","http://aims.fao.org/aos/agrovoc/c_1318","","",""
"c_13183","пектинэстераза","","http://aims.fao.org/aos/agrovoc/c_13183","","",""
"c_13185","родословная скота","","http://aims.fao.org/aos/agrovoc/c_13185","","",""
"c_13187","педология (почва)","","http://aims.fao.org/aos/agrovoc/c_13187","","",""
"c_1319","Caretta","","http://aims.fao.org/aos/agrovoc/c_1319","","",""
"c_1319181428673","Acacia aroma","","http://aims.fao.org/aos/agrovoc/c_1319181428673","","",""
"c_1319182419715","Acacia macracantha","","http://aims.fao.org/aos/agrovoc/c_1319182419715","","",""
"c_13197","пеницилламин","","http://aims.fao.org/aos/agrovoc/c_13197","","",""
"c_13199","Cenchrus americanus","","http://aims.fao.org/aos/agrovoc/c_13199","Перистощетинник сизый|Pennisetum typhoides|Перистощетинник американский|Pennisetum spicatum|Pennisetum glaucum|Pennisetum typhoideum|Pennisetum americanum","",""
"c_132","Adoretus","","http://aims.fao.org/aos/agrovoc/c_132","","",""
"c_1320","Карибский бассейн","","http://aims.fao.org/aos/agrovoc/c_1320","острова карибского бассейна|вест-индия","",""
"c_13202","Pentatrichomonas","","http://aims.fao.org/aos/agrovoc/c_13202","","",""
"c_13203","Penthaleus","","http://aims.fao.org/aos/agrovoc/c_13203","","",""
"c_13204","пентобарбитал","","http://aims.fao.org/aos/agrovoc/c_13204","","",""
"c_13205","пентозы","","http://aims.fao.org/aos/agrovoc/c_13205","","",""
"c_1321","карибское море","","http://aims.fao.org/aos/agrovoc/c_1321","","",""
"c_1322","Carica","","http://aims.fao.org/aos/agrovoc/c_1322","","",""
"c_1322149033924","Anoplophora","","http://aims.fao.org/aos/agrovoc/c_1322149033924","","",""
"c_1322149835468","Anoplophora glabripennis","","http://aims.fao.org/aos/agrovoc/c_1322149835468","Anoplophora nobilis","",""
"c_1322232213779","Abies pindrow","","http://aims.fao.org/aos/agrovoc/c_1322232213779","","",""
"c_1322233028806","Acacia cyclops","","http://aims.fao.org/aos/agrovoc/c_1322233028806","","",""
"c_1322659103994","Rubivirus","","http://aims.fao.org/aos/agrovoc/c_1322659103994","","",""
"c_1323","Carica papaya","","http://aims.fao.org/aos/agrovoc/c_1323","","",""
"c_13231","пептидсинтетазы","","http://aims.fao.org/aos/agrovoc/c_13231","","",""
"c_13232","Peptococcus","","http://aims.fao.org/aos/agrovoc/c_13232","","",""
"c_13233","Peptostreptococcus","","http://aims.fao.org/aos/agrovoc/c_13233","","",""
"c_1323686820912","Acacia catechu","","http://aims.fao.org/aos/agrovoc/c_1323686820912","Mimosa catechu","",""
"c_1323688791863","Acacia polystachya","","http://aims.fao.org/aos/agrovoc/c_1323688791863","","",""
"c_1323691823791","Albizia lebbeck","","http://aims.fao.org/aos/agrovoc/c_1323691823791","Acacia lebbeck","",""
"c_1323792125290","Acacia longifolia","","http://aims.fao.org/aos/agrovoc/c_1323792125290","","",""
"c_1323792884209","Acacia olivensana","","http://aims.fao.org/aos/agrovoc/c_1323792884209","","",""
"c_1323857954987","Acacia santosii","","http://aims.fao.org/aos/agrovoc/c_1323857954987","","",""
"c_1323858907498","Acacia sieberiana","","http://aims.fao.org/aos/agrovoc/c_1323858907498","","",""
"c_1323859363313","Acacia tumida","","http://aims.fao.org/aos/agrovoc/c_1323859363313","","",""
"c_1324","Caricaceae","","http://aims.fao.org/aos/agrovoc/c_1324","","",""
"c_13240","полость перикарда","","http://aims.fao.org/aos/agrovoc/c_13240","","",""
"c_1324027727443","Albizia procera","","http://aims.fao.org/aos/agrovoc/c_1324027727443","","",""
"c_1324030503621","Ailanthus triphysa","","http://aims.fao.org/aos/agrovoc/c_1324030503621","","",""
"c_1324031912208","Calamus tenuis","","http://aims.fao.org/aos/agrovoc/c_1324031912208","","",""
"c_1324032342732","Dendrocalamus brandisii","","http://aims.fao.org/aos/agrovoc/c_1324032342732","","",""
"c_1324041060538","Eucalyptus fastigata","","http://aims.fao.org/aos/agrovoc/c_1324041060538","","",""
"c_1324046818144","Ficus auriculata","","http://aims.fao.org/aos/agrovoc/c_1324046818144","","",""
"c_1324048759236","Ficus lacor","","http://aims.fao.org/aos/agrovoc/c_1324048759236","","",""
"c_1324050369780","Ficus semicordata","","http://aims.fao.org/aos/agrovoc/c_1324050369780","","",""
"c_1324051033577","Litsea","","http://aims.fao.org/aos/agrovoc/c_1324051033577","","",""
"c_13241","перикардит","","http://aims.fao.org/aos/agrovoc/c_13241","","",""
"c_13242","перинатальная смертность","","http://aims.fao.org/aos/agrovoc/c_13242","","",""
"c_13243","периостит","","http://aims.fao.org/aos/agrovoc/c_13243","","",""
"c_1324300704306","Litsea monopetala","","http://aims.fao.org/aos/agrovoc/c_1324300704306","","",""
"c_1324301765488","мелалеука чайная","","http://aims.fao.org/aos/agrovoc/c_1324301765488","","",""
"c_1324305793418","Millettia griffoniana","","http://aims.fao.org/aos/agrovoc/c_1324305793418","Lonchocarpus griffonianus","",""
"c_1324307299019","Paraserianthes lophantha","","http://aims.fao.org/aos/agrovoc/c_1324307299019","Albizia lophantha","",""
"c_1324378362493","Peltophorum pterocarpum","","http://aims.fao.org/aos/agrovoc/c_1324378362493","","",""
"c_1324394978009","Peumus boldus","","http://aims.fao.org/aos/agrovoc/c_1324394978009","","",""
"c_1324396187664","Pterocarpus santalinoides","","http://aims.fao.org/aos/agrovoc/c_1324396187664","","",""
"c_1324397088482","Pinus clausa","","http://aims.fao.org/aos/agrovoc/c_1324397088482","","",""
"c_1324397694888","Pinus tecunumanii","","http://aims.fao.org/aos/agrovoc/c_1324397694888","Pinus patula subsp. tecunumanii","",""
"c_13244","периферические нервы","","http://aims.fao.org/aos/agrovoc/c_13244","","",""
"c_1324462785186","Salvadora persica","","http://aims.fao.org/aos/agrovoc/c_1324462785186","","",""
"c_1324478879982","Shorea leprosula","","http://aims.fao.org/aos/agrovoc/c_1324478879982","","",""
"c_1324479372608","Terminalia bellirica","","http://aims.fao.org/aos/agrovoc/c_1324479372608","","",""
"c_13247","перитонит","","http://aims.fao.org/aos/agrovoc/c_13247","","",""
"c_1325","кариком","","http://aims.fao.org/aos/agrovoc/c_1325","карибское сообщество и карибский общий рынок","",""
"c_13251","пероксидазы","","http://aims.fao.org/aos/agrovoc/c_13251","","",""
"c_13252","грушевый сидр","","http://aims.fao.org/aos/agrovoc/c_13252","","",""
"c_1325245740459","Terminalia chebula","","http://aims.fao.org/aos/agrovoc/c_1325245740459","","",""
"c_1325247401429","Апеннины","","http://aims.fao.org/aos/agrovoc/c_1325247401429","","",""
"c_1326","Каринфия","","http://aims.fao.org/aos/agrovoc/c_1326","","",""
"c_13262","управление численностью вредных организмов","","http://aims.fao.org/aos/agrovoc/c_13262","","",""
"c_13263","препаративные формы пестицидов","","http://aims.fao.org/aos/agrovoc/c_13263","","",""
"c_13265","токсичность пестицидов","","http://aims.fao.org/aos/agrovoc/c_13265","","",""
"c_13269","петрологи","","http://aims.fao.org/aos/agrovoc/c_13269","","",""
"c_1327","Carissa","","http://aims.fao.org/aos/agrovoc/c_1327","слива натали|каранда (Carissa carandas)","",""
"c_13273e2b","Fritillaria sibthorpiana subsp. sibthorpiana","","http://aims.fao.org/aos/agrovoc/c_13273e2b","","",""
"c_13275","фаланги","","http://aims.fao.org/aos/agrovoc/c_13275","","",""
"c_13279","фармакодинамика","","http://aims.fao.org/aos/agrovoc/c_13279","","",""
"c_1327bb56","Pimpinella oliverioides","","http://aims.fao.org/aos/agrovoc/c_1327bb56","","",""
"c_1328","Carludovica","","http://aims.fao.org/aos/agrovoc/c_1328","","",""
"c_13280","фармакокинетика","","http://aims.fao.org/aos/agrovoc/c_13280","","",""
"c_13280765","расчетные волны","","http://aims.fao.org/aos/agrovoc/c_13280765","","",""
"c_13281","фарингит","","http://aims.fao.org/aos/agrovoc/c_13281","","",""
"c_13282","фазеолин","","http://aims.fao.org/aos/agrovoc/c_13282","","",""
"c_1329","Carludovica palmata","","http://aims.fao.org/aos/agrovoc/c_1329","карлюдовка пальмовидная","",""
"c_1329377502888","публикации","","http://aims.fao.org/aos/agrovoc/c_1329377502888","","",""
"c_13296","феллодерма","","http://aims.fao.org/aos/agrovoc/c_13296","","",""
"c_13297","феллоген","","http://aims.fao.org/aos/agrovoc/c_13297","пробковый камбий","",""
"c_13298","фенобарбитал","","http://aims.fao.org/aos/agrovoc/c_13298","","",""
"c_1329915929073","Китай, специальный административный район Макао","","http://aims.fao.org/aos/agrovoc/c_1329915929073","особый административный район Китая Макао","",""
"c_132ab0c5","Cyclamen persicum","","http://aims.fao.org/aos/agrovoc/c_132ab0c5","цикламен персидский|альпийская фиалка","",""
"c_132f33f0","анализ поля волнения","","http://aims.fao.org/aos/agrovoc/c_132f33f0","","",""
"c_133","Adoxophyes","","http://aims.fao.org/aos/agrovoc/c_133","","",""
"c_1330","карнитин","","http://aims.fao.org/aos/agrovoc/c_1330","","",""
"c_13300","фенолы","","http://aims.fao.org/aos/agrovoc/c_13300","","",""
"c_13302","фенилбутазон","","http://aims.fao.org/aos/agrovoc/c_13302","","",""
"c_13306","флебит","","http://aims.fao.org/aos/agrovoc/c_13306","","",""
"c_13307","Phlebotomus","","http://aims.fao.org/aos/agrovoc/c_13307","","",""
"c_13308","Phoca","","http://aims.fao.org/aos/agrovoc/c_13308","","",""
"c_1330f89e","Convolvulus galaticus","","http://aims.fao.org/aos/agrovoc/c_1330f89e","","",""
"c_1331","Carnivora","","http://aims.fao.org/aos/agrovoc/c_1331","","",""
"c_13310","Phormia","","http://aims.fao.org/aos/agrovoc/c_13310","","",""
"c_1331026477819","управление человеческими ресурсами","","http://aims.fao.org/aos/agrovoc/c_1331026477819","","",""
"c_13315","фосфодекстрины","","http://aims.fao.org/aos/agrovoc/c_13315","","",""
"c_13316","фосфоресценция","","http://aims.fao.org/aos/agrovoc/c_13316","","",""
"c_13317","гидролазы фосфомоноэфиров","","http://aims.fao.org/aos/agrovoc/c_13317","","",""
"c_1331797840744","цифровые библиотеки","","http://aims.fao.org/aos/agrovoc/c_1331797840744","электронные библиотеки","",""
"c_13318","фосфотрансферазы","","http://aims.fao.org/aos/agrovoc/c_13318","","",""
"c_13319","фотомикрография","","http://aims.fao.org/aos/agrovoc/c_13319","","",""
"c_1332","каролинские острова","","http://aims.fao.org/aos/agrovoc/c_1332","каролины (острова)","",""
"c_13320","фототропизм","","http://aims.fao.org/aos/agrovoc/c_13320","","",""
"c_13322","фикоколлоиды","","http://aims.fao.org/aos/agrovoc/c_13322","","",""
"c_1332237891922","Pistia stratiotes","","http://aims.fao.org/aos/agrovoc/c_1332237891922","","",""
"c_1332241331469","Acrocomia aculeata","","http://aims.fao.org/aos/agrovoc/c_1332241331469","Acrocomia sclerocarpa","",""
"c_1332315724383","Astrocaryum vulgare","","http://aims.fao.org/aos/agrovoc/c_1332315724383","","",""
"c_1332335179480","криминалистика","","http://aims.fao.org/aos/agrovoc/c_1332335179480","","",""
"c_1332337388912","судебная ветеринарная медицина","","http://aims.fao.org/aos/agrovoc/c_1332337388912","","",""
"c_13324","Phylloxera","","http://aims.fao.org/aos/agrovoc/c_13324","Daktulosphaira (Phylloxera)","",""
"c_13325","филогения","","http://aims.fao.org/aos/agrovoc/c_13325","","",""
"c_1333","каротиноиды","","http://aims.fao.org/aos/agrovoc/c_1333","","",""
"c_1333110156238","фототаксис","","http://aims.fao.org/aos/agrovoc/c_1333110156238","","",""
"c_13334","физостигмин","","http://aims.fao.org/aos/agrovoc/c_13334","","",""
"c_1333440888271","интродуцированные виды","","http://aims.fao.org/aos/agrovoc/c_1333440888271","","",""
"c_13336","фитоэстрогены","","http://aims.fao.org/aos/agrovoc/c_13336","растительные эстрогены|эстрогены растительного происхождения","",""
"c_13337","фитобентос","","http://aims.fao.org/aos/agrovoc/c_13337","","",""
"c_13338","фитохимия","","http://aims.fao.org/aos/agrovoc/c_13338","","",""
"c_13339","фитоклиматология","","http://aims.fao.org/aos/agrovoc/c_13339","","",""
"c_1334","карпы","","http://aims.fao.org/aos/agrovoc/c_1334","сазан","",""
"c_13344","фитопланктон","","http://aims.fao.org/aos/agrovoc/c_13344","","",""
"c_13346","Phytoseiulus","","http://aims.fao.org/aos/agrovoc/c_13346","","",""
"c_13348","мягкая оболочка мозга","","http://aims.fao.org/aos/agrovoc/c_13348","","",""
"c_1335","петушки (моллюски)","","http://aims.fao.org/aos/agrovoc/c_1335","","",""
"c_1335430122507","геометрия","","http://aims.fao.org/aos/agrovoc/c_1335430122507","","",""
"c_1335455465014","лингвистика","","http://aims.fao.org/aos/agrovoc/c_1335455465014","","",""
"c_1335513885866","библиография","","http://aims.fao.org/aos/agrovoc/c_1335513885866","","",""
"c_13356","каянус (продукция)","","http://aims.fao.org/aos/agrovoc/c_13356","голубиный горох|каянус индийский","",""
"c_1335946650061","Colubrina","","http://aims.fao.org/aos/agrovoc/c_1335946650061","","",""
"c_1335947124641","Alphitonia","","http://aims.fao.org/aos/agrovoc/c_1335947124641","","",""
"c_1336","Carpinus","","http://aims.fao.org/aos/agrovoc/c_1336","граб","",""
"c_1336052905435","Пиренеи","","http://aims.fao.org/aos/agrovoc/c_1336052905435","","",""
"c_1336139478799","Экономическая статистика","","http://aims.fao.org/aos/agrovoc/c_1336139478799","","",""
"c_1336141339262","производственная статистика","","http://aims.fao.org/aos/agrovoc/c_1336141339262","статистические данные по производству|статистика производства","",""
"c_1336142720153","лесохозяйственная статистика","","http://aims.fao.org/aos/agrovoc/c_1336142720153","","",""
"c_1336378649175","торговая стаистика","","http://aims.fao.org/aos/agrovoc/c_1336378649175","статистика торговли|статистические данные по торговле","",""
"c_1336382698558","каталогизация","","http://aims.fao.org/aos/agrovoc/c_1336382698558","","",""
"c_1336463063312","астрономия","","http://aims.fao.org/aos/agrovoc/c_1336463063312","","",""
"c_13367","пилокарпин","","http://aims.fao.org/aos/agrovoc/c_13367","","",""
"c_1337","Carpinus betulus","","http://aims.fao.org/aos/agrovoc/c_1337","граб обыкновенный","",""
"c_13371","пинцировка","","http://aims.fao.org/aos/agrovoc/c_13371","","",""
"c_1337330866534","Право на информацию","","http://aims.fao.org/aos/agrovoc/c_1337330866534","Свобода информации","",""
"c_1338","Carpophilus","","http://aims.fao.org/aos/agrovoc/c_1338","","",""
"c_1338189431806","меры государства порта","","http://aims.fao.org/aos/agrovoc/c_1338189431806","","",""
"c_1339","каррагинаны","","http://aims.fao.org/aos/agrovoc/c_1339","","",""
"c_13393","лесная куница","","http://aims.fao.org/aos/agrovoc/c_13393","","",""
"c_13394","ананасы","","http://aims.fao.org/aos/agrovoc/c_13394","","",""
"c_13396","Pineus","","http://aims.fao.org/aos/agrovoc/c_13396","","",""
"c_134","гормоны коры надпочечников","","http://aims.fao.org/aos/agrovoc/c_134","","",""
"c_1340","Carthamus","","http://aims.fao.org/aos/agrovoc/c_1340","","",""
"c_1341","Carthamus tinctorius","","http://aims.fao.org/aos/agrovoc/c_1341","сафлор красильный","",""
"c_13410","пироплазмоз","","http://aims.fao.org/aos/agrovoc/c_13410","","",""
"c_13411","Pisces","","http://aims.fao.org/aos/agrovoc/c_13411","","",""
"c_13413","фисташки","","http://aims.fao.org/aos/agrovoc/c_13413","","",""
"c_13414","Pistia","","http://aims.fao.org/aos/agrovoc/c_13414","","",""
"c_1342","хрящ","","http://aims.fao.org/aos/agrovoc/c_1342","","",""
"c_13420","клеточные поры","","http://aims.fao.org/aos/agrovoc/c_13420","","",""
"c_13428","изучение растений","","http://aims.fao.org/aos/agrovoc/c_13428","","",""
"c_1343","хрящевые рыбы","","http://aims.fao.org/aos/agrovoc/c_1343","Selachii","",""
"c_13434","морфология растений","","http://aims.fao.org/aos/agrovoc/c_13434","","",""
"c_13436","фитопатологи","","http://aims.fao.org/aos/agrovoc/c_13436","","",""
"c_13438","овощные продукты","","http://aims.fao.org/aos/agrovoc/c_13438","","",""
"c_13439","строение растений","","http://aims.fao.org/aos/agrovoc/c_13439","","",""
"c_1344","картография","","http://aims.fao.org/aos/agrovoc/c_1344","картирование|составление карт","",""
"c_13443","плантационные культуры","","http://aims.fao.org/aos/agrovoc/c_13443","","",""
"c_13449","объем плазмы","","http://aims.fao.org/aos/agrovoc/c_13449","","",""
"c_1345","прицепы","","http://aims.fao.org/aos/agrovoc/c_1345","вагоны","",""
"c_13450","плазмодесмы","","http://aims.fao.org/aos/agrovoc/c_13450","","",""
"c_13451","Plasmodium gallinaceum","","http://aims.fao.org/aos/agrovoc/c_13451","","",""
"c_13452","мульча из полимерной пленки","","http://aims.fao.org/aos/agrovoc/c_13452","","",""
"c_13456","игровое поведение","","http://aims.fao.org/aos/agrovoc/c_13456","","",""
"c_13458","плевральная полость","","http://aims.fao.org/aos/agrovoc/c_13458","","",""
"c_13459","плеврит","","http://aims.fao.org/aos/agrovoc/c_13459","","",""
"c_1346","Carum","","http://aims.fao.org/aos/agrovoc/c_1346","тмин","",""
"c_13460","сосудистое сплетение","","http://aims.fao.org/aos/agrovoc/c_13460","","",""
"c_13466","контурные перья","","http://aims.fao.org/aos/agrovoc/c_13466","","",""
"c_13468","плювиографы","","http://aims.fao.org/aos/agrovoc/c_13468","","",""
"c_1347","Carum carvi","","http://aims.fao.org/aos/agrovoc/c_1347","тмин обыкновенный","",""
"c_13470","Pneumocystis","","http://aims.fao.org/aos/agrovoc/c_13470","","",""
"c_13471","пневмония","","http://aims.fao.org/aos/agrovoc/c_13471","бронхопневмония|пневмоторакс|воспаление легких","",""
"c_13475","стручки","","http://aims.fao.org/aos/agrovoc/c_13475","бобы (плоды)","",""
"c_1348","Carya","","http://aims.fao.org/aos/agrovoc/c_1348","","",""
"c_1348040570280","экосистемные услуги","Экосистемные услуги создают возможности для жизни людей, например, путем предоставления им калорийной пищи и чистой воды, регулирования заболеваний и климата, содействия опылению культур и формированию почв, а также обеспечения рекреационных, культурных и духовных выгод.","http://aims.fao.org/aos/agrovoc/c_1348040570280","","",""
"c_13483","поляризация","","http://aims.fao.org/aos/agrovoc/c_13483","","",""
"c_1349","Carya pecan","","http://aims.fao.org/aos/agrovoc/c_1349","Carya illinoensis","",""
"c_13491","полигены","","http://aims.fao.org/aos/agrovoc/c_13491","","",""
"c_13492","Polygonum","","http://aims.fao.org/aos/agrovoc/c_13492","горец","",""
"c_13494","фрамицетин","","http://aims.fao.org/aos/agrovoc/c_13494","","",""
"c_13497","Polyplacophora","","http://aims.fao.org/aos/agrovoc/c_13497","Amphineura","",""
"c_135","надпочечники","","http://aims.fao.org/aos/agrovoc/c_135","","",""
"c_1350","Caryedon","","http://aims.fao.org/aos/agrovoc/c_1350","","",""
"c_13500","полиурия","","http://aims.fao.org/aos/agrovoc/c_13500","","",""
"c_13501","поливидон","","http://aims.fao.org/aos/agrovoc/c_13501","","",""
"c_13505","гранаты","","http://aims.fao.org/aos/agrovoc/c_13505","","",""
"c_1351","Caryocar","","http://aims.fao.org/aos/agrovoc/c_1351","","",""
"c_13512","убыль населения","","http://aims.fao.org/aos/agrovoc/c_13512","","",""
"c_13513","прирост населения","","http://aims.fao.org/aos/agrovoc/c_13513","увеличение численности населения","",""
"c_1351cd70","Lathyrus vernus","","http://aims.fao.org/aos/agrovoc/c_1351cd70","","",""
"c_1352","Caryocaraceae","","http://aims.fao.org/aos/agrovoc/c_1352","","",""
"c_13520","пористость","","http://aims.fao.org/aos/agrovoc/c_13520","","",""
"c_13522","портвейн","","http://aims.fao.org/aos/agrovoc/c_13522","","",""
"c_1353","Caryophyllaceae","","http://aims.fao.org/aos/agrovoc/c_1353","","",""
"c_13531","Portulaca","","http://aims.fao.org/aos/agrovoc/c_13531","портулак","",""
"c_13536","послеуборочное окунание","","http://aims.fao.org/aos/agrovoc/c_13536","окунание перед хранением","",""
"c_1354","Caryota","","http://aims.fao.org/aos/agrovoc/c_1354","","",""
"c_1354019075258","космическая биология","Используется по отношению к исследованиям организма человека или других форм земной жизни в открытом космосе.","http://aims.fao.org/aos/agrovoc/c_1354019075258","","",""
"c_1354029675295","митохондриальная днк","","http://aims.fao.org/aos/agrovoc/c_1354029675295","","",""
"c_1354097286629","хлоропластная днк","","http://aims.fao.org/aos/agrovoc/c_1354097286629","","",""
"c_1354098656894","рибосомная днк","","http://aims.fao.org/aos/agrovoc/c_1354098656894","","",""
"c_13541","Potamogeton","","http://aims.fao.org/aos/agrovoc/c_13541","","",""
"c_1355","Caryota urens","","http://aims.fao.org/aos/agrovoc/c_1355","китуль-пальма|пальма рыбий хвост|винная пальма|кариота жгучая","",""
"c_13551","картофель (клубни)","","http://aims.fao.org/aos/agrovoc/c_13551","ирландский картофель","",""
"c_13552","Potentilla","","http://aims.fao.org/aos/agrovoc/c_13552","","",""
"c_13555","индюшата","","http://aims.fao.org/aos/agrovoc/c_13555","","",""
"c_13557","мучнистая роса","","http://aims.fao.org/aos/agrovoc/c_13557","","",""
"c_1356","прецедентное право","","http://aims.fao.org/aos/agrovoc/c_1356","","",""
"c_135606b8","Цель 16 Мир, правосудие и эффективные институты","","http://aims.fao.org/aos/agrovoc/c_135606b8","","",""
"c_13564","хищные клещи","","http://aims.fao.org/aos/agrovoc/c_13564","","",""
"c_13565","преднизон","","http://aims.fao.org/aos/agrovoc/c_13565","","",""
"c_13567","группы влияния","","http://aims.fao.org/aos/agrovoc/c_13567","","",""
"c_1357","казеин","","http://aims.fao.org/aos/agrovoc/c_1357","","",""
"c_13570","установление цен","","http://aims.fao.org/aos/agrovoc/c_13570","ценообразование","",""
"c_1357288224236","Мраморноморский регион","","http://aims.fao.org/aos/agrovoc/c_1357288224236","","",""
"c_1357289127911","Эгейский регион (Турции)","","http://aims.fao.org/aos/agrovoc/c_1357289127911","","",""
"c_1357289586105","Средиземноморский регион (Турции)","","http://aims.fao.org/aos/agrovoc/c_1357289586105","","",""
"c_1357290155286","регион Восточная Анатолия","","http://aims.fao.org/aos/agrovoc/c_1357290155286","","",""
"c_1357290411347","регион Юго-Восточная Анатолия","","http://aims.fao.org/aos/agrovoc/c_1357290411347","","",""
"c_1357291152384","регион Центральная Анатолия","","http://aims.fao.org/aos/agrovoc/c_1357291152384","","",""
"c_1357291330196","Черноморский регион","","http://aims.fao.org/aos/agrovoc/c_1357291330196","","",""
"c_13573","начальное образование","","http://aims.fao.org/aos/agrovoc/c_13573","","",""
